,pubtimestamp,companyname,triprecordnum,sumdid,tripduration,tripdistance,startdate,starttime,enddate,endtime,startlatitude,startlongitude,endlatitude,endlongitude,triproute,create_dt
39,2019-05-16 23:35:38.813,Lyft,LFT1663,Powered329059,32.7888666667,16630.57796,2019-05-16,23:02:51.333333,2019-05-16,23:35:38.666666,36.15093,-86.78448,36.17878,-86.75922,"[(36.15093, -86.78448), (36.15101, -86.7845), (36.15103, -86.78441), (36.15112, -86.78447), (36.15117, -86.78446), (36.15125, -86.78441), (36.15144, -86.78439), (36.15161, -86.78448), (36.15168, -86.78434), (36.15171, -86.7842), (36.15171, -86.78411), (36.15176, -86.78413), (36.1518, -86.78414), (36.15182, -86.78427), (36.15183, -86.78445), (36.1519, -86.78453), (36.15193, -86.78459), (36.15199, -86.78464), (36.15216, -86.78473), (36.15231, -86.78481), (36.15243, -86.7849), (36.15253, -86.78497), (36.15258, -86.78498), (36.15263, -86.78498), (36.1527, -86.78506), (36.1528, -86.78513), (36.15298, -86.78525), (36.15317, -86.78538), (36.15333, -86.78548), (36.15343, -86.78554), (36.15348, -86.78555), (36.15352, -86.78558), (36.15364, -86.78568), (36.1538, -86.78582), (36.15391, -86.78593), (36.15398, -86.78601), (36.15414, -86.78611), (36.15424, -86.78622), (36.15432, -86.78625), (36.15442, -86.78613), (36.15455, -86.7859), (36.1547, -86.7856), (36.15486, -86.78527), (36.15497, -86.78494), (36.15514, -86.78461), (36.15531, -86.78421), (36.15548, -86.78387), (36.15563, -86.78358), (36.15578, -86.78324), (36.15591, -86.78293), (36.15608, -86.78259), (36.15625, -86.78224), (36.1564, -86.7819), (36.15654, -86.7816), (36.15668, -86.78137), (36.15676, -86.78112), (36.15678, -86.78096), (36.15677, -86.7809), (36.15681, -86.78077), (36.15691, -86.78057), (36.15704, -86.78026), (36.15717, -86.77994), (36.15728, -86.77965), (36.15741, -86.77932), (36.15758, -86.77891), (36.1577, -86.77862), (36.15786, -86.77829), (36.158, -86.77796), (36.15815, -86.7776), (36.15829, -86.77734), (36.15831, -86.77724), (36.15838, -86.77703), (36.15847, -86.77683), (36.15856, -86.77658), (36.15866, -86.77634), (36.15877, -86.7761), (36.15883, -86.77594), (36.15892, -86.77585), (36.15905, -86.77568), (36.1591, -86.77547), (36.15922, -86.77529), (36.15935, -86.77513), (36.15944, -86.77493), (36.15949, -86.77478), (36.1596, -86.7746), (36.15969, -86.77443), (36.15974, -86.77425), (36.15993, -86.77412), (36.16002, -86.77413), (36.16008, -86.77415), (36.16014, -86.77415), (36.16018, -86.77421), (36.16028, -86.77418), (36.16042, -86.77422), (36.16057, -86.77438), (36.16074, -86.77447), (36.16078, -86.7745), (36.16078, -86.77457), (36.16072, -86.77471), (36.16056, -86.77488), (36.16046, -86.77499), (36.16051, -86.77504), (36.1606, -86.7749), (36.16069, -86.77472), (36.16079, -86.7745), (36.16094, -86.77416), (36.16111, -86.77378), (36.16127, -86.77341), (36.16146, -86.77304), (36.16166, -86.77273), (36.16188, -86.77243), (36.16208, -86.77213), (36.16222, -86.77196), (36.16242, -86.7717), (36.16262, -86.77144), (36.16286, -86.77111), (36.16308, -86.7708), (36.16331, -86.77051), (36.16351, -86.77023), (36.16374, -86.76994), (36.16395, -86.76968), (36.16405, -86.76957), (36.16414, -86.76947), (36.16426, -86.76934), (36.16451, -86.76918), (36.16523, -86.76902), (36.16567, -86.76929), (36.16601, -86.76948), (36.16633, -86.7697), (36.16662, -86.76988), (36.16692, -86.77004), (36.16717, -86.77028), (36.16745, -86.77044), (36.16769, -86.7706), (36.16792, -86.77075), (36.1681, -86.77064), (36.16816, -86.77061), (36.16822, -86.77061), (36.16838, -86.77044), (36.16873, -86.77044), (36.16892, -86.7706), (36.16914, -86.77068), (36.16936, -86.77082), (36.16951, -86.77069), (36.16961, -86.77038), (36.16971, -86.77009), (36.16981, -86.7698), (36.16993, -86.76943), (36.16998, -86.76924), (36.17002, -86.76905), (36.17011, -86.76876), (36.17019, -86.76852), (36.1702, -86.76843), (36.17026, -86.7684), (36.17036, -86.76827), (36.17045, -86.76802), (36.17059, -86.76764), (36.17074, -86.7673), (36.17088, -86.7669), (36.17098, -86.76659), (36.17105, -86.76646), (36.17113, -86.76631), (36.17126, -86.76608), (36.1714, -86.76571), (36.17177, -86.76487), (36.17184, -86.76493), (36.17187, -86.76486), (36.17194, -86.76473), (36.17218, -86.76482), (36.17237, -86.76495), (36.17251, -86.76503), (36.17268, -86.76504), (36.17285, -86.76497), (36.17291, -86.76481), (36.17296, -86.76468), (36.17307, -86.76445), (36.17318, -86.76416), (36.1733, -86.76383), (36.17339, -86.76361), (36.17345, -86.76343), (36.17354, -86.76317), (36.17403, -86.76195), (36.17419, -86.76153), (36.17428, -86.76132), (36.17436, -86.76111), (36.17444, -86.7609), (36.17453, -86.76066), (36.17465, -86.76034), (36.17477, -86.76004), (36.17487, -86.75978), (36.17501, -86.75943), (36.17514, -86.75909), (36.17526, -86.75878), (36.17536, -86.75852), (36.17547, -86.75822), (36.1756, -86.75793), (36.17567, -86.75771), (36.17572, -86.75755), (36.1758, -86.75757), (36.17598, -86.75765), (36.17613, -86.75773), (36.17634, -86.75786), (36.1766, -86.75801), (36.17676, -86.7581), (36.17694, -86.75822), (36.17723, -86.75837), (36.17744, -86.75851), (36.17767, -86.75864), (36.17794, -86.75879), (36.17819, -86.75895), (36.17843, -86.7591), (36.17862, -86.75918), (36.17874, -86.75924), (36.17878, -86.75922)]",2019-05-17 17:14:11.367
40,2019-05-16 23:35:40.863,Lyft,LFT1664,Powered827329,32.16385,16364.82992,2019-05-16,23:03:30.943333,2019-05-16,23:35:40.773333,36.15095,-86.78447,36.17879,-86.75924,"[(36.15095, -86.78447), (36.15105, -86.78447), (36.15113, -86.78448), (36.15119, -86.78448), (36.15124, -86.78442), (36.1514, -86.7844), (36.15155, -86.7844), (36.15164, -86.78439), (36.15167, -86.7843), (36.15166, -86.78424), (36.15164, -86.78416), (36.15168, -86.78414), (36.15174, -86.78414), (36.15178, -86.78418), (36.15181, -86.78425), (36.15183, -86.78444), (36.15186, -86.78452), (36.15191, -86.78459), (36.152, -86.78466), (36.15208, -86.7847), (36.15217, -86.78477), (36.15226, -86.78481), (36.15239, -86.7849), (36.15246, -86.78494), (36.15253, -86.78499), (36.15268, -86.78508), (36.15281, -86.78517), (36.15297, -86.78526), (36.15315, -86.78536), (36.15327, -86.78544), (36.15346, -86.78554), (36.15362, -86.78569), (36.15373, -86.78579), (36.15381, -86.78592), (36.15386, -86.786), (36.15398, -86.78607), (36.15408, -86.78615), (36.15416, -86.7862), (36.15424, -86.78619), (36.15429, -86.78619), (36.15434, -86.78622), (36.15438, -86.78624), (36.15448, -86.7862), (36.1546, -86.78594), (36.15475, -86.78561), (36.15491, -86.78524), (36.15508, -86.78486), (36.15528, -86.7844), (36.15546, -86.784), (36.15564, -86.78358), (36.1558, -86.78323), (36.15592, -86.78296), (36.15609, -86.78258), (36.15625, -86.7822), (36.15641, -86.78182), (36.15653, -86.78148), (36.15661, -86.78118), (36.15674, -86.78085), (36.15694, -86.7804), (36.15755, -86.77895), (36.15758, -86.77874), (36.15763, -86.7787), (36.15767, -86.77864), (36.15763, -86.77859), (36.1581, -86.77752), (36.15826, -86.77724), (36.15834, -86.7771), (36.15836, -86.77699), (36.15847, -86.77678), (36.15858, -86.77649), (36.15863, -86.7763), (36.15864, -86.77616), (36.15874, -86.776), (36.15881, -86.77583), (36.15892, -86.77561), (36.1592, -86.77538), (36.15934, -86.77527), (36.15947, -86.77517), (36.15954, -86.77511), (36.15968, -86.77493), (36.15976, -86.77467), (36.15978, -86.77455), (36.15982, -86.77442), (36.15992, -86.77432), (36.15998, -86.77422), (36.16002, -86.77416), (36.16006, -86.77414), (36.16014, -86.77416), (36.16021, -86.77416), (36.16027, -86.77425), (36.16037, -86.77434), (36.1605, -86.7744), (36.16055, -86.77443), (36.16056, -86.7745), (36.16054, -86.77457), (36.16056, -86.77464), (36.16054, -86.77473), (36.16046, -86.77479), (36.16049, -86.77488), (36.16056, -86.77483), (36.16064, -86.77473), (36.16072, -86.7746), (36.16077, -86.77445), (36.16087, -86.77423), (36.161, -86.77397), (36.1611, -86.77374), (36.16122, -86.77348), (36.16135, -86.7732), (36.16145, -86.77304), (36.16163, -86.77284), (36.16184, -86.77258), (36.16222, -86.7721), (36.16243, -86.7718), (36.16255, -86.77161), (36.16279, -86.7713), (36.16304, -86.77096), (36.1633, -86.7706), (36.16348, -86.77034), (36.1637, -86.77005), (36.16391, -86.76977), (36.16408, -86.76956), (36.16412, -86.76949), (36.16421, -86.76942), (36.16438, -86.76928), (36.16462, -86.76915), (36.16488, -86.76897), (36.16512, -86.76903), (36.16525, -86.76909), (36.16542, -86.7692), (36.16562, -86.76931), (36.1659, -86.76946), (36.16618, -86.76966), (36.1665, -86.76981), (36.16792, -86.77052), (36.1681, -86.77052), (36.16827, -86.7704), (36.16842, -86.77032), (36.16863, -86.77042), (36.16891, -86.77057), (36.1692, -86.77073), (36.16941, -86.77078), (36.16951, -86.77052), (36.16961, -86.77024), (36.16997, -86.76918), (36.17012, -86.76872), (36.17018, -86.7685), (36.17028, -86.76841), (36.17036, -86.7682), (36.17052, -86.76781), (36.17059, -86.76752), (36.17069, -86.76731), (36.1708, -86.76699), (36.1709, -86.76675), (36.17102, -86.76651), (36.17113, -86.76632), (36.17127, -86.76605), (36.17139, -86.76574), (36.17147, -86.7655), (36.17152, -86.76525), (36.17159, -86.76505), (36.17163, -86.76497), (36.17167, -86.76492), (36.17169, -86.76487), (36.17173, -86.76483), (36.17182, -86.76489), (36.17186, -86.76493), (36.17189, -86.76478), (36.17208, -86.76481), (36.17228, -86.76493), (36.17243, -86.76502), (36.17255, -86.76504), (36.17272, -86.76505), (36.17286, -86.76486), (36.17289, -86.76477), (36.17294, -86.76462), (36.17304, -86.76443), (36.17313, -86.7642), (36.17325, -86.76388), (36.17334, -86.76369), (36.17343, -86.76345), (36.17354, -86.76319), (36.17367, -86.7629), (36.17379, -86.76259), (36.1739, -86.76228), (36.17402, -86.762), (36.17416, -86.76166), (36.17423, -86.76148), (36.17431, -86.76125), (36.17439, -86.76105), (36.17449, -86.7608), (36.17464, -86.76044), (36.17474, -86.76017), (36.17487, -86.75985), (36.17502, -86.75946), (36.17515, -86.75913), (36.17528, -86.75878), (36.17538, -86.75852), (36.17549, -86.75823), (36.17559, -86.75796), (36.17566, -86.75775), (36.17569, -86.75769), (36.17571, -86.75764), (36.17579, -86.75767), (36.17592, -86.75771), (36.17612, -86.7578), (36.17642, -86.75797), (36.17663, -86.75808), (36.17679, -86.75817), (36.17695, -86.75828), (36.17716, -86.75839), (36.17737, -86.75851), (36.1776, -86.75863), (36.17786, -86.75878), (36.17811, -86.75893), (36.1783, -86.75904), (36.17852, -86.75917), (36.17868, -86.75925), (36.17875, -86.75927), (36.17879, -86.75924), (36.17879, -86.75924)]",2019-05-17 17:14:11.400
41,2019-05-16 23:35:43.837,Lyft,LFT1665,Powered252989,18.04435,8024.93464,2019-05-16,23:17:40.936666,2019-05-16,23:35:43.596666,36.16342,-86.78349,36.16262,-86.77561,"[(36.16342, -86.78349), (36.16335, -86.78341), (36.16332, -86.78337), (36.16343, -86.7834), (36.16344, -86.78353), (36.16334, -86.78371), (36.16326, -86.78387), (36.16321, -86.78398), (36.16323, -86.78415), (36.16314, -86.78437), (36.16308, -86.78453), (36.16141, -86.78461), (36.16132, -86.78476), (36.16145, -86.78494), (36.16167, -86.78509), (36.16171, -86.78511), (36.16149, -86.78503), (36.16133, -86.78495), (36.16124, -86.78496), (36.16116, -86.78513), (36.16121, -86.78504), (36.16127, -86.78495), (36.16132, -86.78479), (36.16139, -86.78466), (36.16137, -86.78461), (36.16147, -86.78463), (36.16139, -86.78456), (36.16131, -86.78439), (36.1614, -86.78417), (36.16145, -86.78405), (36.16146, -86.78399), (36.16155, -86.78383), (36.16166, -86.78362), (36.16178, -86.78335), (36.16193, -86.78303), (36.16213, -86.78263), (36.16232, -86.78226), (36.16241, -86.78202), (36.16248, -86.78178), (36.16257, -86.78152), (36.16267, -86.78129), (36.16281, -86.78097), (36.16292, -86.78082), (36.16298, -86.78062), (36.16309, -86.78038), (36.16291, -86.78021), (36.16259, -86.77994), (36.16235, -86.77976), (36.16219, -86.77962), (36.1621, -86.77954), (36.16205, -86.77947), (36.162, -86.77918), (36.16209, -86.77889), (36.16219, -86.77859), (36.16228, -86.7784), (36.16221, -86.7782), (36.16192, -86.77799), (36.16158, -86.77774), (36.1613, -86.77753), (36.16106, -86.77744), (36.16097, -86.77761), (36.16091, -86.7777), (36.16091, -86.77776), (36.16088, -86.77783), (36.16082, -86.77794), (36.16074, -86.77814), (36.16065, -86.77833), (36.16047, -86.77863), (36.16035, -86.7789), (36.16021, -86.77917), (36.16007, -86.77954), (36.15995, -86.77984), (36.15986, -86.78013), (36.15974, -86.7805), (36.15969, -86.78067), (36.15964, -86.78082), (36.15965, -86.78091), (36.15969, -86.78093), (36.15965, -86.78101), (36.15957, -86.78101), (36.15952, -86.78097), (36.15948, -86.78077), (36.15956, -86.78054), (36.1596, -86.78027), (36.15964, -86.78019), (36.15968, -86.78006), (36.15973, -86.77993), (36.15979, -86.7798), (36.15986, -86.77964), (36.15991, -86.7795), (36.15997, -86.7794), (36.16003, -86.77925), (36.16012, -86.77905), (36.16021, -86.77883), (36.16028, -86.77867), (36.16031, -86.77858), (36.16036, -86.77848), (36.16054, -86.77816), (36.16066, -86.77792), (36.16069, -86.77782), (36.16071, -86.77769), (36.16079, -86.77755), (36.16085, -86.77744), (36.16089, -86.77736), (36.16092, -86.77727), (36.1611, -86.7769), (36.1613, -86.77647), (36.16143, -86.77616), (36.16146, -86.77609), (36.16155, -86.7759), (36.16172, -86.77555), (36.16179, -86.7754), (36.16185, -86.77525), (36.16211, -86.77531), (36.16235, -86.77547), (36.16246, -86.77551), (36.16252, -86.77552), (36.16258, -86.77557), (36.16262, -86.77561), (36.16262, -86.77561)]",2019-05-17 17:14:11.430
42,2019-05-16 23:39:15.193,Bird,BRD2372,PoweredWUG1N,13.0,5905.512,2019-05-16,23:27:34.843333,2019-05-16,23:40:20.720000,36.1504,-86.7798,36.1607,-86.775,"[(36.15065, -86.779757), (36.150593, -86.77983), (36.150681, -86.779591), (36.152514, -86.779464), (36.156665, -86.780741), (36.156776, -86.780878), (36.156896, -86.78064), (36.160265, -86.774893), (36.160718, -86.774909), (36.160718, -86.774909), (36.160718, -86.774909)]",2019-05-17 12:26:57.930
43,2019-05-17 17:27:04.187,Lime,LIM848,Powered3EYLGJEZ6CJY5,7.6833333333,326.4408,2019-05-16,23:53:21,2019-05-17,00:01:02,36.160649,-86.776875,36.159644,-86.777368,"[(36.1596, -86.77783), (36.15936, -86.78130999999999), (36.15882, -86.78344999999999), (36.15891, -86.78247999999999), (36.15939, -86.78083), (36.15964, -86.77736999999999)]",2019-05-18 12:58:59.000
44,2019-05-17 17:27:04.187,Lime,LIM847,PoweredWDKYAUX4HMCQQ,22.4333333333,0.0,2019-05-16,23:49:03,2019-05-17,00:11:29,36.160329,-86.780638,36.171821,-86.789428,"[(36.16033, -86.78064)]",2019-05-18 12:58:58.970
45,2019-05-16 23:35:49.173,Lime,LIM2666,PoweredTGNGBP4WCGWGW,7.7166666667,411.48,2019-05-16,23:05:54,2019-05-16,23:13:37,36.122272,-86.779979,36.123578,-86.789324,"[(36.12227, -86.77998), (36.12242, -86.78012), (36.1226, -86.78027), (36.12274, -86.78038000000001), (36.1229, -86.78051), (36.12306, -86.78063), (36.12301, -86.78061), (36.12322, -86.7807), (36.12333, -86.78092), (36.12304, -86.78143), (36.12286, -86.7817), (36.12306, -86.78154), (36.123090000000005, -86.78142000000001), (36.12304, -86.78164000000001), (36.122800000000005, -86.78172), (36.12252000000001, -86.78166), (36.12228000000001, -86.78158), (36.12202000000001, -86.78151000000001), (36.122160000000015, -86.78154), (36.12244000000001, -86.78165000000001), (36.12268000000001, -86.78169000000001), (36.12251000000001, -86.78171000000002), (36.122380000000014, -86.78187000000001), (36.122410000000016, -86.78213000000001), (36.12239000000002, -86.78238), (36.12244000000002, -86.78256), (36.122320000000016, -86.78243), (36.122290000000014, -86.78266), (36.122250000000015, -86.78298000000001), (36.12222000000001, -86.78339000000001), (36.122360000000015, -86.78374000000001), (36.122320000000016, -86.78411000000001), (36.12230000000002, -86.78453000000002), (36.12228000000002, -86.78494000000002), (36.12226000000002, -86.78528000000001), (36.122250000000015, -86.78572000000001), (36.12230000000002, -86.78624), (36.12233000000002, -86.7865), (36.12236000000002, -86.78687000000001), (36.12240000000002, -86.78724000000001), (36.12243000000002, -86.78761000000002), (36.12247000000002, -86.78802000000002), (36.12276000000002, -86.78813000000002), (36.12314000000002, -86.78809000000003), (36.12346000000002, -86.78806000000003), (36.123530000000024, -86.78830000000004), (36.12354000000003, -86.78859000000004), (36.12359000000003, -86.78889000000004), (36.12361000000003, -86.78923000000003), (36.123580000000025, -86.78932000000003)]",2019-05-17 16:44:19.000
46,2019-05-16 23:35:49.173,Lime,LIM2665,Powered2KGH5PMNPSEUX,8.2833333333,317.2968,2019-05-16,23:05:27,2019-05-16,23:13:44,36.122299,-86.779941,36.123583,-86.789378,"[(36.12262, -86.7804), (36.12305, -86.78154), (36.12225, -86.78357000000001), (36.12231, -86.78260000000002), (36.12234, -86.78614000000002), (36.123290000000004, -86.78812000000002), (36.123520000000006, -86.78936000000002)]",2019-05-17 16:44:18.970
47,2019-05-16 23:37:40.770,Lyft,LFT1666,Powered484295,5.1061833333,2214.567,2019-05-16,23:32:34.300000,2019-05-16,23:37:40.670000,36.14992,-86.81367,36.15063,-86.81421,"[(36.14992, -86.81367), (36.15002, -86.81362), (36.15012, -86.81355), (36.15018, -86.81341), (36.15037, -86.81333), (36.1505, -86.81358), (36.15037, -86.8137), (36.15027, -86.81379), (36.15023, -86.81389), (36.15015, -86.814), (36.15008, -86.81414), (36.15002, -86.81426), (36.14987, -86.81431), (36.14975, -86.81424), (36.14983, -86.81408), (36.1499, -86.81388), (36.15002, -86.81371), (36.14998, -86.81362), (36.15003, -86.81346), (36.15017, -86.81321), (36.15032, -86.81299), (36.15049, -86.81272), (36.15038, -86.81241), (36.15024, -86.81221), (36.15016, -86.81205), (36.15023, -86.81202), (36.15069, -86.81245), (36.15074, -86.81274), (36.1508, -86.81297), (36.1508, -86.81314), (36.15084, -86.81336), (36.15082, -86.81363), (36.15087, -86.8139), (36.15078, -86.81401), (36.15069, -86.81412), (36.15063, -86.81421), (36.15063, -86.81421)]",2019-05-17 17:14:11.460
48,2019-05-16 23:37:42.613,Lyft,LFT1667,Powered488625,6.9247666667,5964.56712,2019-05-16,23:30:46.946666,2019-05-16,23:37:42.433333,36.14402,-86.81719,36.13583,-86.80374,"[(36.14402, -86.81719), (36.14396, -86.81709), (36.14381, -86.81692), (36.14362, -86.81682), (36.14342, -86.81678), (36.14317, -86.81662), (36.14303, -86.81649), (36.14313, -86.81634), (36.14329, -86.8164), (36.14339, -86.81642), (36.14344, -86.81634), (36.14332, -86.8162), (36.14307, -86.81602), (36.14284, -86.81582), (36.14268, -86.81573), (36.14268, -86.81567), (36.1426, -86.81559), (36.14235, -86.81543), (36.14205, -86.81524), (36.14182, -86.81505), (36.14161, -86.81488), (36.14067, -86.81419), (36.14011, -86.81378), (36.13982, -86.81357), (36.13949, -86.8133), (36.13916, -86.8129), (36.13897, -86.81253), (36.13887, -86.81234), (36.13878, -86.81203), (36.13868, -86.81148), (36.13863, -86.81114), (36.13857, -86.8109), (36.13854, -86.81047), (36.13849, -86.81009), (36.13844, -86.80964), (36.13838, -86.80917), (36.13831, -86.80869), (36.13828, -86.80834), (36.13823, -86.80789), (36.13819, -86.80739), (36.13816, -86.80695), (36.1381, -86.80647), (36.13806, -86.80608), (36.13803, -86.80564), (36.13799, -86.8053), (36.13784, -86.80522), (36.13756, -86.80524), (36.13723, -86.80529), (36.13688, -86.80533), (36.13658, -86.80537), (36.13633, -86.80541), (36.13619, -86.80541), (36.13612, -86.80538), (36.13604, -86.80506), (36.13599, -86.80464), (36.13595, -86.80421), (36.13591, -86.80386), (36.13584, -86.80378), (36.13583, -86.80374)]",2019-05-17 17:14:11.493
49,2019-05-16 23:37:54.850,Lyft,LFT1668,Powered594191,5.7958666667,1000.6562,2019-05-16,23:32:06.993333,2019-05-16,23:37:54.746666,36.15693,-86.77647,36.15838,-86.77669,"[(36.15693, -86.77647), (36.157, -86.77653), (36.15695, -86.7765), (36.15689, -86.77647), (36.15683, -86.7764), (36.15689, -86.77639), (36.15693, -86.77642), (36.15702, -86.77643), (36.15705, -86.77649), (36.15698, -86.77644), (36.15702, -86.77649), (36.15698, -86.77645), (36.15702, -86.77649), (36.15713, -86.77656), (36.15717, -86.77663), (36.15724, -86.77672), (36.15726, -86.77678), (36.15722, -86.77673), (36.15724, -86.77679), (36.15733, -86.77686), (36.15739, -86.77691), (36.15743, -86.77695), (36.15754, -86.77703), (36.15761, -86.77708), (36.15768, -86.77715), (36.15773, -86.77719), (36.15782, -86.77724), (36.15788, -86.77727), (36.15797, -86.7773), (36.15803, -86.77731), (36.15815, -86.77715), (36.1582, -86.77707), (36.15825, -86.77702), (36.15829, -86.7769), (36.15834, -86.77674), (36.15838, -86.77669), (36.15838, -86.77669)]",2019-05-17 17:14:11.523
50,2019-05-16 23:38:37.770,Lyft,LFT1669,Powered995112,5.1847833333,2742.78224,2019-05-16,23:33:26.533333,2019-05-16,23:38:37.620000,36.16255,-86.77437,36.16252,-86.77437,"[(36.16255, -86.77437), (36.16262, -86.77442), (36.1628, -86.77454), (36.16301, -86.77468), (36.16321, -86.77481), (36.16338, -86.77492), (36.16354, -86.77503), (36.16365, -86.77516), (36.16354, -86.77512), (36.16338, -86.77499), (36.1632, -86.77488), (36.16298, -86.77473), (36.16278, -86.77459), (36.16263, -86.77446), (36.16253, -86.77432), (36.16264, -86.77439), (36.16282, -86.77458), (36.16307, -86.77473), (36.16331, -86.77488), (36.16356, -86.77505), (36.16378, -86.77524), (36.16395, -86.7754), (36.16404, -86.77547), (36.16396, -86.77539), (36.16387, -86.77531), (36.16371, -86.77518), (36.16351, -86.77505), (36.16327, -86.77491), (36.16307, -86.77477), (36.16286, -86.77464), (36.16265, -86.77451), (36.16254, -86.7744), (36.16266, -86.77453), (36.16285, -86.77459), (36.16304, -86.77472), (36.16302, -86.7748), (36.16291, -86.77462), (36.1627, -86.7745), (36.16262, -86.77444), (36.16252, -86.77437), (36.16258, -86.7744), (36.16253, -86.77437), (36.16252, -86.77437)]",2019-05-17 17:14:11.557
51,2019-05-16 23:39:13.163,Lyft,LFT1670,Powered957131,4.2135166667,1847.11292,2019-05-16,23:35:00.226666,2019-05-16,23:39:13.040000,36.16852,-86.78204,36.1694,-86.78606,"[(36.16852, -86.78204), (36.1686, -86.78225), (36.16873, -86.78245), (36.16879, -86.78265), (36.16885, -86.78296), (36.1689, -86.78333), (36.16892, -86.78358), (36.16892, -86.78365), (36.16891, -86.78376), (36.16891, -86.78401), (36.16872, -86.78496), (36.1687, -86.78525), (36.16878, -86.78547), (36.16893, -86.78567), (36.16899, -86.78586), (36.16899, -86.78603), (36.16893, -86.78619), (36.16881, -86.78642), (36.1687, -86.78665), (36.16871, -86.78673), (36.16877, -86.78675), (36.16883, -86.78681), (36.16886, -86.78675), (36.1689, -86.78666), (36.16899, -86.78648), (36.16903, -86.78643), (36.16908, -86.78634), (36.16918, -86.78617), (36.16932, -86.78609), (36.16937, -86.78607), (36.16941, -86.78604), (36.1694, -86.78606)]",2019-05-17 17:14:11.587
52,2019-05-16 23:39:44.617,Lyft,LFT1672,Powered297518,5.6924833333,3431.75864,2019-05-16,23:34:02.963333,2019-05-16,23:39:44.513333,36.13607,-86.80092,36.13092,-86.80707,"[(36.13607, -86.80092), (36.13608, -86.80098), (36.13598, -86.80106), (36.13589, -86.80113), (36.13578, -86.80114), (36.1356, -86.8011), (36.13537, -86.80113), (36.13513, -86.80117), (36.13488, -86.8012), (36.13464, -86.80123), (36.13437, -86.80131), (36.13433, -86.8016), (36.13435, -86.80204), (36.13437, -86.8025), (36.13439, -86.80293), (36.13443, -86.80334), (36.13442, -86.8037), (36.13417, -86.80383), (36.13388, -86.80384), (36.13361, -86.80386), (36.13262, -86.80392), (36.13247, -86.80391), (36.13237, -86.80392), (36.13217, -86.80398), (36.13188, -86.80403), (36.13176, -86.80424), (36.13176, -86.80442), (36.13175, -86.8045), (36.13172, -86.80457), (36.13164, -86.80476), (36.13167, -86.80509), (36.1317, -86.8054), (36.13172, -86.80567), (36.13173, -86.80583), (36.13163, -86.80595), (36.13145, -86.80601), (36.13127, -86.80604), (36.13107, -86.80607), (36.13095, -86.80612), (36.13093, -86.80635), (36.13095, -86.80662), (36.13097, -86.8068), (36.13095, -86.80694), (36.13091, -86.80702), (36.13092, -86.80707)]",2019-05-17 17:14:11.617
53,2019-05-16 23:40:36.340,Lyft,LFT1673,Powered204054,19.6051,5173.88468,2019-05-16,23:20:59.933333,2019-05-16,23:40:36.240000,36.15727,-86.76654,36.16152,-86.77579,"[(36.15727, -86.76654), (36.15724, -86.76649), (36.15718, -86.76646), (36.15712, -86.76647), (36.15716, -86.76652), (36.15704, -86.76656), (36.15699, -86.76652), (36.157, -86.76639), (36.15699, -86.76618), (36.15693, -86.76604), (36.15692, -86.76595), (36.15691, -86.76589), (36.1569, -86.76583), (36.15694, -86.76597), (36.15697, -86.76607), (36.15697, -86.76619), (36.15702, -86.76633), (36.1569, -86.76643), (36.15668, -86.76648), (36.15653, -86.76652), (36.15637, -86.76658), (36.15623, -86.76663), (36.1561, -86.7667), (36.15605, -86.76677), (36.15605, -86.76689), (36.1561, -86.76702), (36.15615, -86.76713), (36.15621, -86.76726), (36.15633, -86.76754), (36.15647, -86.76787), (36.15656, -86.76812), (36.15671, -86.7685), (36.1568, -86.76872), (36.15691, -86.769), (36.15702, -86.76923), (36.15713, -86.76953), (36.15725, -86.7698), (36.15736, -86.77003), (36.15744, -86.77021), (36.15749, -86.77029), (36.15752, -86.77037), (36.15755, -86.77044), (36.15757, -86.77052), (36.15761, -86.77057), (36.15768, -86.77069), (36.15777, -86.7709), (36.15789, -86.77111), (36.15801, -86.77135), (36.15812, -86.77153), (36.15821, -86.77161), (36.15824, -86.77166), (36.15831, -86.77171), (36.15853, -86.77186), (36.15884, -86.77202), (36.15923, -86.77228), (36.15954, -86.77247), (36.1598, -86.77266), (36.16006, -86.77283), (36.16018, -86.77293), (36.16023, -86.77296), (36.1603, -86.77301), (36.16055, -86.77316), (36.16067, -86.77319), (36.16053, -86.77315), (36.16037, -86.77303), (36.16029, -86.7729), (36.16038, -86.77301), (36.16057, -86.77314), (36.1608, -86.77328), (36.16102, -86.7734), (36.1613, -86.77357), (36.16156, -86.77369), (36.16182, -86.77385), (36.16202, -86.774), (36.16215, -86.77416), (36.16217, -86.77422), (36.16225, -86.77439), (36.1622, -86.77469), (36.16214, -86.77482), (36.16207, -86.77498), (36.16203, -86.77509), (36.16202, -86.77515), (36.16196, -86.77528), (36.1619, -86.77541), (36.16179, -86.77562), (36.16177, -86.77569), (36.16174, -86.77574), (36.1617, -86.77582), (36.16168, -86.7759), (36.16151, -86.77585), (36.16152, -86.77579), (36.16152, -86.77579)]",2019-05-17 17:14:11.650
