,pubtimestamp,companyname,triprecordnum,sumdid,tripduration,tripdistance,startdate,starttime,enddate,endtime,startlatitude,startlongitude,endlatitude,endlongitude,triproute,create_dt
2360,2019-05-17 22:32:29.157,Lime,LIM2067,PoweredX4B65S2AIHI7W,24.0833333333,620.268,2019-05-16,23:53:11,2019-05-17,00:17:16,36.151334,-86.794076,36.157769,-86.778718,"[(36.15026, -86.79465), (36.150740000000006, -86.79445), (36.15128000000001, -86.79449), (36.15061000000001, -86.79451), (36.15055000000001, -86.79453000000001), (36.15053000000001, -86.79450000000001), (36.15052000000001, -86.79453000000001), (36.15050000000001, -86.79454000000001), (36.15093000000001, -86.79452), (36.15119000000001, -86.79455), (36.151210000000006, -86.79445), (36.151210000000006, -86.79464), (36.1512, -86.79474), (36.15119, -86.79473), (36.15114, -86.79472), (36.15072, -86.79460999999999), (36.15052, -86.79460999999999), (36.15124, -86.79378999999999), (36.152100000000004, -86.79143999999998), (36.153110000000005, -86.78828999999998), (36.15455000000001, -86.78446999999997), (36.156600000000005, -86.78140999999997), (36.15751, -86.77871999999996)]",2019-05-18 14:40:53.940
2361,2019-05-17 22:32:29.250,Lime,LIM2211,PoweredTWJ2RQKIH2ZN3,13.6,395.3256,2019-05-16,23:46:46,2019-05-17,00:00:22,36.153025,-86.789741,36.158771,-86.776456,"[(36.15308, -86.78985), (36.153110000000005, -86.78988), (36.15308, -86.7898), (36.15306, -86.78975), (36.153560000000006, -86.78891), (36.153980000000004, -86.78798), (36.15437000000001, -86.78716), (36.15467000000001, -86.78618), (36.15634000000001, -86.7821), (36.15663000000001, -86.78108), (36.157270000000004, -86.77919), (36.15841, -86.7772)]",2019-05-18 14:40:59.053
2362,2019-05-17 22:32:29.250,Lime,LIM2210,PoweredGVLQSJDAXWVPX,60.0833333333,1029.6144,2019-05-16,23:41:07,2019-05-17,00:41:12,36.150958,-86.784415,36.159104,-86.777395,"[(36.15099, -86.78451), (36.15102, -86.78447), (36.151050000000005, -86.78441), (36.15104, -86.78442), (36.15121, -86.78447), (36.15124, -86.78451), (36.1513, -86.78448), (36.15137, -86.78447), (36.15125, -86.78444), (36.15117, -86.78441000000001), (36.151360000000004, -86.78436), (36.151410000000006, -86.78443), (36.151410000000006, -86.78447), (36.151430000000005, -86.78438), (36.15147, -86.78442), (36.15149, -86.78438), (36.15129, -86.78435999999999), (36.151340000000005, -86.78424), (36.151450000000004, -86.78437), (36.151520000000005, -86.78438), (36.15156, -86.78437), (36.15158, -86.78437), (36.15153, -86.78433), (36.1515, -86.78435999999999), (36.15148, -86.78435999999999), (36.15145, -86.78438), (36.151669999999996, -86.78428), (36.152159999999995, -86.78338), (36.15521999999999, -86.78520999999999), (36.15702999999999, -86.78604999999999), (36.15807999999999, -86.78699999999999), (36.16112999999999, -86.78835), (36.162749999999996, -86.78881), (36.16352, -86.78702), (36.161249999999995, -86.785), (36.161339999999996, -86.78443), (36.161339999999996, -86.78452), (36.16027, -86.78332), (36.15922, -86.78244000000001), (36.15882, -86.78205000000001), (36.15661, -86.78078000000001), (36.15677, -86.78088000000001), (36.157740000000004, -86.77860000000001), (36.15831000000001, -86.77745000000002), (36.158440000000006, -86.77739000000001), (36.159310000000005, -86.77768000000002), (36.15948, -86.77779000000002), (36.159530000000004, -86.77777000000002), (36.15939, -86.77764000000002), (36.159, -86.77742000000002)]",2019-05-18 14:40:58.990
2363,2019-05-17 22:32:29.253,Lime,LIM2213,PoweredGEHJ5GBPV7NJ5,12.15,1059.4848,2019-05-16,23:56:49,2019-05-17,00:08:58,36.151196,-86.784251,36.120763,-86.790378,"[(36.1512, -86.78425), (36.151160000000004, -86.78447), (36.150690000000004, -86.78449), (36.15026, -86.78452), (36.149800000000006, -86.78449), (36.14936000000001, -86.78453), (36.14884000000001, -86.78479), (36.14846000000001, -86.78518), (36.148120000000006, -86.78542), (36.147670000000005, -86.78556), (36.14723000000001, -86.78565), (36.146820000000005, -86.78576000000001), (36.14629000000001, -86.78595000000001), (36.145610000000005, -86.78619000000002), (36.145, -86.78635000000001), (36.14457, -86.78647000000001), (36.14392, -86.78667000000002), (36.14314, -86.78692000000001), (36.14278, -86.78702000000001), (36.14228, -86.78725000000001), (36.14144, -86.78729000000001), (36.140550000000005, -86.78747000000001), (36.13985, -86.78757000000002), (36.13902, -86.78771000000002), (36.13816, -86.78793000000002), (36.137389999999996, -86.78824000000002), (36.13681999999999, -86.78842000000002), (36.136359999999996, -86.78860000000002), (36.13572, -86.78885000000001), (36.13503, -86.78897), (36.13423, -86.78888), (36.133480000000006, -86.78880000000001), (36.13290000000001, -86.78873000000002), (36.132290000000005, -86.78866000000002), (36.131330000000005, -86.78872000000003), (36.13062000000001, -86.78879000000002), (36.12986000000001, -86.78886000000001), (36.12899000000001, -86.78895000000001), (36.12836000000001, -86.78905000000002), (36.127770000000005, -86.78911000000002), (36.1272, -86.78916000000002), (36.1267, -86.78921000000003), (36.1261, -86.78927000000003), (36.125260000000004, -86.78944000000003), (36.12444000000001, -86.78964000000003), (36.12366000000001, -86.78983000000004), (36.12270000000001, -86.79006000000004), (36.12185000000001, -86.79027000000004), (36.12105000000001, -86.79047000000004), (36.12076000000001, -86.79038000000004)]",2019-05-18 14:40:59.113
2364,2019-05-17 22:32:29.253,Lime,LIM2212,PoweredREGBJPDYNXJOC,15.4166666667,1148.1816,2019-05-16,23:51:11,2019-05-17,00:06:36,36.154014,-86.784528,36.177631,-86.78509,"[(36.15401, -86.78453), (36.15385, -86.78462), (36.15396, -86.78445), (36.15459, -86.78474000000001), (36.15538, -86.78521000000002), (36.15602, -86.78568000000003), (36.15573, -86.78637000000003), (36.155699999999996, -86.78690000000003), (36.15618, -86.78721000000003), (36.15661, -86.78712000000003), (36.1569, -86.78663000000003), (36.15715, -86.78611000000004), (36.15755, -86.78522000000004), (36.15796, -86.78433000000004), (36.15829, -86.78371000000004), (36.15854, -86.78317000000004), (36.15903, -86.78302000000004), (36.15974, -86.78347000000004), (36.16015, -86.78307000000004), (36.16038, -86.78268000000004), (36.160830000000004, -86.78173000000004), (36.161190000000005, -86.78092000000004), (36.16165, -86.77990000000004), (36.16185, -86.77939000000003), (36.16211, -86.77877000000004), (36.1625, -86.77786000000003), (36.16284, -86.77706000000003), (36.16353, -86.77726000000004), (36.16413, -86.77765000000004), (36.16453, -86.77709000000004), (36.16492, -86.77617000000005), (36.16563, -86.77614000000005), (36.16612, -86.77644000000005), (36.16674, -86.77675000000005), (36.16757, -86.77711000000005), (36.168459999999996, -86.77760000000005), (36.16923, -86.77825000000004), (36.17009, -86.77889000000005), (36.170950000000005, -86.77943000000005), (36.17165000000001, -86.77985000000005), (36.172230000000006, -86.78021000000005), (36.17298, -86.78067000000006), (36.1738, -86.78117000000006), (36.1745, -86.78164000000007), (36.17562, -86.78286000000007), (36.17548, -86.78367000000007), (36.17607, -86.78413000000008), (36.17667, -86.78464000000008), (36.17725, -86.78484000000009), (36.17763, -86.78509000000008)]",2019-05-18 14:40:59.083
2365,2019-05-17 22:32:29.257,Lime,LIM2214,PoweredU3OXSFF74UNQX,10.6166666667,375.2088,2019-05-16,23:57:48,2019-05-17,00:08:25,36.154471,-86.785194,36.147946,-86.793506,"[(36.15409, -86.78596), (36.1532, -86.78985), (36.15258, -86.79232), (36.15194, -86.79375), (36.151, -86.79443), (36.15102, -86.7945), (36.15106, -86.7945), (36.15043, -86.79422), (36.14795, -86.79351)]",2019-05-18 14:40:59.143
2366,2019-05-17 22:32:29.257,Lime,LIM2215,Powered37ZJ6WUUWL6KT,41.7333333333,1051.8648,2019-05-16,23:59:33,2019-05-17,00:41:17,36.153807,-86.784739,36.162834,-86.774617,"[(36.15381, -86.78474), (36.15396, -86.78447), (36.15358, -86.78413), (36.15305, -86.78382), (36.15297, -86.78377), (36.152950000000004, -86.78429), (36.152840000000005, -86.78489), (36.15348, -86.78535000000001), (36.154160000000005, -86.78575000000001), (36.154650000000004, -86.78565), (36.155330000000006, -86.78442), (36.155910000000006, -86.78322), (36.155640000000005, -86.78271), (36.15475000000001, -86.78206), (36.15401000000001, -86.78147), (36.153620000000004, -86.78074), (36.15344, -86.77963), (36.15353, -86.78011), (36.153870000000005, -86.78119), (36.154160000000005, -86.78105), (36.154, -86.77971), (36.15437, -86.77956999999999), (36.15509, -86.77981999999999), (36.15563, -86.78016999999998), (36.15634, -86.78063999999999), (36.1569, -86.78066999999999), (36.1571, -86.77984999999998), (36.15727, -86.77941999999999), (36.157619999999994, -86.77871999999999), (36.15765999999999, -86.77852999999999), (36.15854999999999, -86.77896999999999), (36.15934999999999, -86.77945999999999), (36.15984999999999, -86.77978999999999), (36.15955999999999, -86.77963999999999), (36.15899999999999, -86.77924999999999), (36.158269999999995, -86.77881), (36.15794999999999, -86.77852999999999), (36.158159999999995, -86.77758999999999), (36.15841999999999, -86.77732999999999), (36.15874999999999, -86.77655999999999), (36.15887999999999, -86.77588999999999), (36.15910999999999, -86.77541), (36.159609999999994, -86.77448), (36.15975999999999, -86.77426), (36.160259999999994, -86.77314), (36.161179999999995, -86.77362), (36.161939999999994, -86.77409), (36.162479999999995, -86.77413), (36.16280999999999, -86.77471), (36.16282999999999, -86.77462)]",2019-05-18 14:40:59.177
2367,2019-05-17 22:32:29.617,Lime,LIM2604,Powered4RHQ7BYJ3THDK,23.95,660.8064,2019-05-16,23:39:22,2019-05-17,00:03:19,36.148631,-86.809593,36.146516,-86.813274,"[(36.14863, -86.80959), (36.14873, -86.80945), (36.14885, -86.80963), (36.14929, -86.80981), (36.14975, -86.81012), (36.15007, -86.81048), (36.15027, -86.81088), (36.15067, -86.81114), (36.1504, -86.81102999999999), (36.15005, -86.81078), (36.15012, -86.81043), (36.149660000000004, -86.81008), (36.14923, -86.80976), (36.148830000000004, -86.80942999999999), (36.148630000000004, -86.80948), (36.14862, -86.80948), (36.14873, -86.80968999999999), (36.14938, -86.80985999999999), (36.14991, -86.81024), (36.15011, -86.81056), (36.14994, -86.81125999999999), (36.150150000000004, -86.81141), (36.15048, -86.81168), (36.15085, -86.81206), (36.15121, -86.81246), (36.15165, -86.81275000000001), (36.15206, -86.81299000000001), (36.15195, -86.81355), (36.15164, -86.81399), (36.151360000000004, -86.81451), (36.15084, -86.8145), (36.150800000000004, -86.81394999999999), (36.150870000000005, -86.81334), (36.15072000000001, -86.81329), (36.15028000000001, -86.81316), (36.15001000000001, -86.81291), (36.150000000000006, -86.8128), (36.15014000000001, -86.8133), (36.14987000000001, -86.81379), (36.14956000000001, -86.81432), (36.14920000000001, -86.81401), (36.149170000000005, -86.81402), (36.148860000000006, -86.81371), (36.14840000000001, -86.81332), (36.14803000000001, -86.81301), (36.147680000000015, -86.81255), (36.147300000000016, -86.81235), (36.14693000000002, -86.81271), (36.14657000000002, -86.81315), (36.14652000000002, -86.81326999999999)]",2019-05-18 14:41:13.367
2368,2019-05-17 22:32:29.620,Lime,LIM2607,Powered3ZUJGJXF2ZNKH,3.2666666667,154.5336,2019-05-16,23:57:24,2019-05-17,00:00:40,36.149885,-86.806243,36.143585,-86.806403,"[(36.14794, -86.80781), (36.14665, -86.80784), (36.14359, -86.8064)]",2019-05-18 14:41:13.460
2369,2019-05-17 22:32:29.620,Lime,LIM2605,PoweredKXVYA76TFEJHA,17.0333333333,491.0328,2019-05-16,23:47:03,2019-05-17,00:04:05,36.148713,-86.80949,36.146504,-86.813304,"[(36.14871, -86.80949), (36.14865, -86.80958), (36.149300000000004, -86.80996), (36.149730000000005, -86.8103), (36.149930000000005, -86.81033), (36.15001, -86.81052), (36.14989, -86.81094), (36.15001, -86.81126), (36.15023, -86.81125), (36.15026, -86.81154000000001), (36.150400000000005, -86.81181000000001), (36.150740000000006, -86.81188), (36.151030000000006, -86.81212000000001), (36.151250000000005, -86.81246), (36.151540000000004, -86.81266000000001), (36.15189, -86.81286000000001), (36.15211, -86.81306000000002), (36.152, -86.81338000000002), (36.15176, -86.81374000000002), (36.15153, -86.81405000000002), (36.15141, -86.81438000000003), (36.15108, -86.81453000000003), (36.15085, -86.81431000000003), (36.15088, -86.81384000000003), (36.15086, -86.81344000000003), (36.15094, -86.81330000000003), (36.15061, -86.81329000000002), (36.15023, -86.81311000000002), (36.15001, -86.81290000000003), (36.149950000000004, -86.81281000000003), (36.149950000000004, -86.81278000000003), (36.15014000000001, -86.81315000000004), (36.149980000000006, -86.81355000000003), (36.14976000000001, -86.81390000000003), (36.14958000000001, -86.81427000000004), (36.149260000000005, -86.81403000000003), (36.149210000000004, -86.81403000000003), (36.149190000000004, -86.81404000000003), (36.149100000000004, -86.81388000000004), (36.148700000000005, -86.81353000000004), (36.14838, -86.81323000000005), (36.14813, -86.81303000000004), (36.14786, -86.81264000000004), (36.1475, -86.81234000000005), (36.14721, -86.81256000000005), (36.14689, -86.81268000000004), (36.146589999999996, -86.81287000000005), (36.14646, -86.81328000000005), (36.14648, -86.81332000000005), (36.146499999999996, -86.81330000000004)]",2019-05-18 14:41:13.400
2370,2019-05-17 22:32:29.693,Lime,LIM2728,PoweredLABZO3C5YHDP4,12.1333333333,569.0616,2019-05-16,23:57:19,2019-05-17,00:09:27,36.149973,-86.800773,36.15217,-86.784591,"[(36.14997, -86.80077), (36.14981, -86.80064), (36.14965, -86.80031), (36.14987, -86.79999), (36.15005, -86.79964), (36.15027, -86.79921), (36.15038, -86.79879), (36.15021, -86.79852), (36.1499, -86.79831999999999), (36.149680000000004, -86.79812999999999), (36.149910000000006, -86.79781999999999), (36.15021000000001, -86.79746999999999), (36.15046000000001, -86.79718999999999), (36.15075000000001, -86.79687999999999), (36.15102000000001, -86.79659999999998), (36.15075000000001, -86.79628999999998), (36.15048000000001, -86.79606999999999), (36.150450000000006, -86.79585999999999), (36.15068000000001, -86.79544999999999), (36.150960000000005, -86.7952), (36.15111, -86.79489), (36.151320000000005, -86.79460999999999), (36.15153000000001, -86.79429999999999), (36.15172000000001, -86.79391999999999), (36.151910000000015, -86.79356999999999), (36.152090000000015, -86.79325999999999), (36.15194000000002, -86.79311999999999), (36.15192000000002, -86.79270999999999), (36.15210000000002, -86.79234999999998), (36.15201000000002, -86.79201999999998), (36.15185000000002, -86.79168999999997), (36.15190000000002, -86.79124999999998), (36.15183000000002, -86.79076999999998), (36.151910000000015, -86.79025999999998), (36.15179000000001, -86.78977999999998), (36.151660000000014, -86.78941999999998), (36.15158000000002, -86.78897999999998), (36.15152000000002, -86.78848999999998), (36.15147000000002, -86.78807999999998), (36.151420000000016, -86.78753999999998), (36.151370000000014, -86.78691999999998), (36.15134000000001, -86.78648999999999), (36.15127000000001, -86.78593999999998), (36.15122000000001, -86.78546999999998), (36.15117000000001, -86.78502999999998), (36.151120000000006, -86.78458999999998), (36.15110000000001, -86.78445999999998), (36.151540000000004, -86.78427999999998), (36.151990000000005, -86.78435999999998), (36.152170000000005, -86.78458999999998)]",2019-05-18 14:41:17.763
2371,2019-05-17 22:32:29.693,Lime,LIM2727,PoweredFKPQUMRKLX57B,5.5333333333,512.9784,2019-05-16,23:56:13,2019-05-17,00:01:45,36.147582,-86.793625,36.156733,-86.780881,"[(36.14758, -86.79362), (36.14754, -86.79362), (36.14781, -86.79352), (36.14844, -86.79286), (36.1484, -86.79245), (36.14853, -86.79217), (36.14879, -86.79212), (36.14917, -86.79205), (36.14951, -86.79199), (36.14992, -86.79192), (36.150330000000004, -86.79185000000001), (36.150650000000006, -86.79180000000001), (36.150960000000005, -86.79175000000001), (36.15128000000001, -86.79169), (36.151650000000004, -86.79163), (36.151770000000006, -86.79158), (36.15195000000001, -86.7914), (36.152190000000004, -86.79118), (36.152370000000005, -86.79088), (36.15252, -86.79061), (36.152640000000005, -86.79036), (36.152800000000006, -86.78999), (36.15296000000001, -86.78960000000001), (36.15314000000001, -86.78919), (36.15330000000001, -86.78881), (36.15341000000001, -86.78855), (36.15351000000001, -86.78836), (36.153700000000015, -86.78804), (36.15387000000001, -86.78773), (36.154060000000015, -86.78735999999999), (36.15416000000002, -86.78715), (36.15431000000002, -86.78683), (36.154440000000015, -86.78650999999999), (36.154640000000015, -86.78612999999999), (36.15481000000001, -86.78569999999999), (36.15496000000001, -86.78533999999999), (36.15516000000001, -86.78491), (36.15530000000001, -86.78457999999999), (36.15547000000001, -86.78416999999999), (36.155620000000006, -86.78381999999999), (36.155770000000004, -86.78347), (36.155930000000005, -86.78309999999999), (36.15603000000001, -86.78286999999999), (36.156200000000005, -86.78245999999999), (36.156330000000004, -86.78212999999998), (36.15646, -86.78181999999998), (36.15661, -86.78146999999998), (36.15672, -86.78120999999999), (36.15682, -86.78096999999998), (36.15673, -86.78087999999998)]",2019-05-18 14:41:17.733
2372,2019-05-17 22:32:29.880,Lime,LIM3067,PoweredJTXV42MMK5N2K,8.6833333333,696.7728,2019-05-16,23:51:34,2019-05-17,00:00:15,36.135776,-86.801179,36.123171,-86.783733,"[(36.13586, -86.80077), (36.13552, -86.79789), (36.133449999999996, -86.79719999999999), (36.130849999999995, -86.79562999999999), (36.127159999999996, -86.79417999999998), (36.12441999999999, -86.79280999999999), (36.12360999999999, -86.78889), (36.12330999999999, -86.7851)]",2019-05-18 14:41:30.613
2373,2019-05-17 22:32:30.057,Lime,LIM3176,PoweredGU47NAGAAOJAS,3.1666666667,185.0136,2019-05-16,23:57:49,2019-05-17,00:00:59,36.131233,-86.809301,36.130177,-86.807088,"[(36.13123, -86.8093), (36.13114, -86.80914), (36.131150000000005, -86.80906), (36.131190000000004, -86.80891), (36.131170000000004, -86.80879), (36.13116, -86.80869), (36.13115, -86.80854), (36.131139999999995, -86.80843999999999), (36.13110999999999, -86.80823), (36.131069999999994, -86.80798999999999), (36.131049999999995, -86.80780999999999), (36.131029999999996, -86.80756999999998), (36.131009999999996, -86.80739999999999), (36.13097, -86.80709999999999), (36.130959999999995, -86.80695999999999), (36.13092999999999, -86.80673999999999), (36.13091999999999, -86.80662), (36.13089999999999, -86.80648), (36.13088999999999, -86.80635), (36.13087999999998, -86.80623999999999), (36.13086999999998, -86.80615999999999), (36.13085999999998, -86.80605999999999), (36.130919999999975, -86.80604999999998), (36.13106999999997, -86.80603999999998), (36.131139999999974, -86.80602999999998), (36.13124999999997, -86.80600999999997), (36.13132999999997, -86.80599999999997), (36.13143999999997, -86.80598999999997), (36.13150999999997, -86.80611999999996), (36.13150999999997, -86.80611999999996), (36.13149999999997, -86.80604999999997), (36.131339999999966, -86.80606999999998), (36.131249999999966, -86.80607999999998), (36.131179999999965, -86.80608999999998), (36.13109999999997, -86.80608999999998), (36.13103999999997, -86.80609999999999), (36.13095999999997, -86.80610999999999), (36.13090999999997, -86.80624999999999), (36.13094999999997, -86.80644), (36.13096999999997, -86.80655999999999), (36.13098999999997, -86.80671999999998), (36.13098999999997, -86.80681999999999), (36.13085999999997, -86.80698999999998), (36.13074999999997, -86.80698999999998), (36.13056999999997, -86.80701999999998), (36.13046999999997, -86.80703999999999), (36.130399999999966, -86.80704999999999), (36.13028999999997, -86.80707), (36.13017999999997, -86.80709), (36.13017999999997, -86.80709)]",2019-05-18 14:41:34.687
2374,2019-05-17 22:32:30.090,Lime,LIM3229,Powered75MFAMZCCD3QJ,55.5333333333,1474.6224,2019-05-16,23:16:48,2019-05-17,00:12:20,36.125178,-86.789675,36.127748,-86.788933,"[(36.12524, -86.78994), (36.1252, -86.78993), (36.12513, -86.78981999999999), (36.125209999999996, -86.78988999999999), (36.12412, -86.78986999999998), (36.12272, -86.79016999999997), (36.1214, -86.79059999999997), (36.12091, -86.79057999999996), (36.119710000000005, -86.79076999999997), (36.11798, -86.78783999999996), (36.118480000000005, -86.78775999999996), (36.12039000000001, -86.78852999999997), (36.120760000000004, -86.79042999999997), (36.12252, -86.79004999999997), (36.12345, -86.79002999999996), (36.12341, -86.78997999999996), (36.12344, -86.78999999999996), (36.123470000000005, -86.79007999999996), (36.12344, -86.79005999999995), (36.123450000000005, -86.78997999999996), (36.123450000000005, -86.78985999999996), (36.123960000000004, -86.78983999999996), (36.124, -86.78985999999996), (36.124, -86.78984999999996), (36.12402, -86.78987999999995), (36.126380000000005, -86.78934999999996), (36.127660000000006, -86.78920999999995), (36.129740000000005, -86.78899999999996), (36.13223000000001, -86.78881999999996), (36.13383000000001, -86.78899999999996), (36.13421000000001, -86.79114999999996), (36.13319000000001, -86.79227999999996), (36.131670000000014, -86.79279999999996), (36.131000000000014, -86.79415999999996), (36.13085000000002, -86.79413999999996), (36.13159000000002, -86.79262999999996), (36.132050000000014, -86.79217999999996), (36.13173000000001, -86.79223999999996), (36.13144000000001, -86.79074999999996), (36.131450000000015, -86.79101999999996), (36.13220000000001, -86.79215999999997), (36.131960000000014, -86.79221999999997), (36.13202000000001, -86.79218999999998), (36.13201000000001, -86.79223999999998), (36.130970000000005, -86.79226999999997), (36.13092, -86.79223999999998), (36.130970000000005, -86.79226999999997), (36.12986000000001, -86.79231999999998), (36.12881000000001, -86.78936999999998), (36.12808000000001, -86.78909999999998)]",2019-05-18 14:41:36.433
2375,2019-05-17 22:32:30.090,Lime,LIM3228,Powered34ZSQ3V4KEPAS,61.0833333333,1385.0112,2019-05-16,23:13:09,2019-05-17,00:14:14,36.125866,-86.789233,36.127953,-86.788913,"[(36.12553, -86.78933), (36.12515, -86.78955), (36.12522, -86.78979000000001), (36.12518, -86.78988000000001), (36.12517, -86.78989000000001), (36.12509, -86.78990000000002), (36.12476, -86.78971000000001), (36.12411, -86.78989000000001), (36.12102, -86.79064000000001), (36.12071, -86.79052000000001), (36.11968, -86.79081000000002), (36.117960000000004, -86.79040000000002), (36.117850000000004, -86.78839000000002), (36.120450000000005, -86.78979000000002), (36.12062, -86.79038000000003), (36.12091, -86.79043000000003), (36.12256, -86.78996000000002), (36.12335, -86.79005000000002), (36.12342, -86.78996000000002), (36.12346, -86.79001000000002), (36.123400000000004, -86.78994000000003), (36.123430000000006, -86.78992000000002), (36.12369, -86.78986000000002), (36.12406, -86.78985000000002), (36.12415, -86.78983000000001), (36.12414, -86.78975000000001), (36.12531, -86.78956000000001), (36.128499999999995, -86.78913000000001), (36.131069999999994, -86.78888000000002), (36.13244999999999, -86.78884000000002), (36.133979999999994, -86.78918000000002), (36.134159999999994, -86.79195000000001), (36.13155999999999, -86.79230000000001), (36.13213, -86.79203000000001), (36.132009999999994, -86.79223000000002), (36.131969999999995, -86.79225000000002), (36.13155999999999, -86.79218000000003), (36.13141999999999, -86.79182000000003), (36.13116999999999, -86.79215000000003), (36.13144999999999, -86.79220000000004), (36.131799999999984, -86.79236000000003), (36.131959999999985, -86.79227000000003), (36.130909999999986, -86.79231000000003), (36.13088999999999, -86.79232000000003), (36.13111999999999, -86.79238000000004), (36.13145999999999, -86.79226000000004), (36.13084999999999, -86.79231000000004), (36.128669999999985, -86.78992000000004), (36.127839999999985, -86.78902000000004), (36.127949999999984, -86.78891000000003)]",2019-05-18 14:41:36.390
2376,2019-05-17 22:32:30.177,Lime,LIM3345,PoweredRRC5FV6DYYHBL,19.4333333333,355.7016,2019-05-16,23:42:03,2019-05-17,00:01:29,36.121424,-86.775322,36.111358,-86.773816,"[(36.12128, -86.77556), (36.12028, -86.7772), (36.12027, -86.77721), (36.12025, -86.77713), (36.12025, -86.77706), (36.11885, -86.77565), (36.11625, -86.77395), (36.1123, -86.77363)]",2019-05-18 14:41:40.623
2377,2019-05-17 22:37:28.570,Lime,LIM1568,PoweredXRVNRHYGRT37Y,12.4666666667,121.6152,2019-05-16,23:55:08,2019-05-17,00:07:36,36.156835,-86.780859,36.159534,-86.780477,"[(36.15692, -86.78078), (36.15686, -86.78076999999999), (36.15693, -86.78089999999999), (36.15693, -86.78092999999998), (36.156960000000005, -86.78086999999998), (36.156940000000006, -86.78077999999998), (36.156940000000006, -86.78085999999998), (36.156960000000005, -86.78090999999998), (36.157090000000004, -86.78101999999998), (36.158170000000005, -86.78176999999998), (36.158480000000004, -86.78121999999998), (36.159530000000004, -86.78047999999998)]",2019-05-18 14:42:39.760
2378,2019-05-17 22:37:27.390,Lime,LIM272,Powered3XINKE5ALW66Z,13.05,283.1592,2019-05-16,23:59:51,2019-05-17,00:12:54,36.155665,-86.775164,36.155375,-86.775204,"[(36.15591, -86.77456), (36.156749999999995, -86.77414999999999), (36.15756999999999, -86.77484), (36.158809999999995, -86.77454999999999), (36.158899999999996, -86.77443999999998), (36.158879999999996, -86.77445999999999), (36.15882, -86.77456), (36.1588, -86.77447), (36.15844, -86.77393), (36.157869999999996, -86.77327), (36.157349999999994, -86.77396), (36.156679999999994, -86.77551), (36.155379999999994, -86.7752)]",2019-05-18 14:41:51.557
2379,2019-05-17 22:37:28.570,Lime,LIM1567,PoweredEAL32UPNNBSHF,5.85,126.7968,2019-05-16,23:54:41,2019-05-17,00:00:32,36.159514,-86.780587,36.160859,-86.77556,"[(36.15958, -86.77999), (36.16036, -86.77859), (36.16097, -86.77731999999999), (36.16095, -86.77721999999999), (36.1615, -86.77603999999998)]",2019-05-18 14:42:39.733
2380,2019-05-17 22:37:29.100,Lime,LIM2085,Powered5BW4GPYGBMUTL,7.7833333333,520.9032,2019-05-16,23:53:24,2019-05-17,00:01:11,36.150824,-86.796535,36.15917,-86.781097,"[(36.15082, -86.79654), (36.150890000000004, -86.79655), (36.151030000000006, -86.79643), (36.15119000000001, -86.7962), (36.151300000000006, -86.79603), (36.151430000000005, -86.79577), (36.151610000000005, -86.79555), (36.152170000000005, -86.79484000000001), (36.152460000000005, -86.7946), (36.15288, -86.7942), (36.153200000000005, -86.79404000000001), (36.15353, -86.79369000000001), (36.15382, -86.79337000000001), (36.154090000000004, -86.79291), (36.154300000000006, -86.79257000000001), (36.15453000000001, -86.79206), (36.154610000000005, -86.79185000000001), (36.154770000000006, -86.79148), (36.154990000000005, -86.79100000000001), (36.15518000000001, -86.79060000000001), (36.15537000000001, -86.79015000000001), (36.155490000000015, -86.78992000000001), (36.155490000000015, -86.78985000000002), (36.15552000000002, -86.78972000000002), (36.15562000000002, -86.78944000000001), (36.15586000000002, -86.78900000000002), (36.15599000000002, -86.78871000000001), (36.15611000000002, -86.78837000000001), (36.15629000000002, -86.78803000000002), (36.15644000000002, -86.78765000000001), (36.156570000000016, -86.78738000000001), (36.15669000000002, -86.78714000000001), (36.15681000000002, -86.78682), (36.15692000000002, -86.78656000000001), (36.15706000000002, -86.78626000000001), (36.15721000000002, -86.78591000000002), (36.15734000000002, -86.78558000000001), (36.15756000000002, -86.78503), (36.15778000000002, -86.78454), (36.15790000000002, -86.78423000000001), (36.15806000000002, -86.78386), (36.15824000000002, -86.78361000000001), (36.15838000000002, -86.78328), (36.15855000000002, -86.78287), (36.15873000000002, -86.78245), (36.15897000000002, -86.78195), (36.15907000000002, -86.7817), (36.15915000000002, -86.7815), (36.15925000000002, -86.78128), (36.159170000000024, -86.7811)]",2019-05-18 14:42:58.257
