,sumdid,company,lat,lon,geometry,index_right,zip,objectid,po_name,shape_stlength,shape_starea
7617,PoweredKZZ55,Bird,36.139362,-86.814533,POINT (-86.814533 36.139362),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7619,PoweredL18FE,Bird,36.127735,-86.814559,POINT (-86.814559 36.127735),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7622,PoweredL1J5F,Bird,36.126447,-86.808296,POINT (-86.808296 36.126447),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7630,PoweredL35YZ,Bird,36.132153,-86.800294,POINT (-86.800294 36.132153),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7641,PoweredL51XC,Bird,36.126554,-86.812236,POINT (-86.812236 36.126554),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7643,PoweredL5LCNHXZMYBYT,Lime,36.126493,-86.814046,POINT (-86.814046 36.126493),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7652,PoweredL7UQF,Bird,36.146476,-86.795312,POINT (-86.795312 36.146476),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7655,PoweredL968V,Bird,36.132434,-86.81792,POINT (-86.81792 36.132434),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7656,PoweredL96UE,Bird,36.136321,-86.814592,POINT (-86.814592 36.136321),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7666,PoweredLBII8,Bird,36.13955,-86.814249,POINT (-86.814249 36.13955),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7677,PoweredLDFHVXSP36XP5,Lime,36.136763,-86.805369,POINT (-86.805369 36.136763),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7678,PoweredLDJOANDBNZ444,Lime,36.14709,-86.797157,POINT (-86.797157 36.14709),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7687,PoweredLEY9M,Bird,36.143359,-86.796867,POINT (-86.796867 36.143359),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7688,PoweredLF7ND,Bird,36.134411,-86.813392,POINT (-86.813392 36.134411),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7700,PoweredLHF37,Bird,36.127533,-86.814629,POINT (-86.814629 36.127533),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7701,PoweredLHKNE,Bird,36.145621,-86.788795,POINT (-86.788795 36.145621),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7702,PoweredLHRK5K6I6DNXJ,Lime,36.124743,-86.809394,POINT (-86.809394 36.124743),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7707,PoweredLJGMB,Bird,36.136153,-86.812972,POINT (-86.812972 36.136153),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7711,PoweredLKIMU,Bird,36.13529,-86.815079,POINT (-86.815079 36.13529),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7712,PoweredLLBGB,Bird,36.138838,-86.812313,POINT (-86.812313 36.138838),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7713,PoweredLLDUA,Bird,36.12907,-86.812915,POINT (-86.812915 36.12907),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7718,PoweredLLTMK,Bird,36.140211,-86.808091,POINT (-86.808091 36.140211),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7725,PoweredLN3SD,Bird,36.135822,-86.816204,POINT (-86.816204 36.135822),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7729,PoweredLNH7U,Bird,36.136748,-86.81363,POINT (-86.81363 36.136748),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7733,PoweredLODAWNL6AGDXU,Lime,36.11774,-86.80197,POINT (-86.80197 36.11774),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7735,PoweredLP3NM,Bird,36.133826,-86.818706,POINT (-86.818706 36.133826),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7736,PoweredLP73Q,Bird,36.126748,-86.814477,POINT (-86.814477 36.126748),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7739,PoweredLPPE4,Bird,36.136549,-86.813774,POINT (-86.813774 36.136549),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7741,PoweredLPSKI,Bird,36.133255,-86.812068,POINT (-86.812068 36.133255),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7742,PoweredLPTE6,Bird,36.134925,-86.820001,POINT (-86.820001 36.134925),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7755,PoweredLSSUT,Bird,36.123091,-86.805256,POINT (-86.805256 36.123091),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7791,PoweredM19EG,Bird,36.125416,-86.813309,POINT (-86.813309 36.125416),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7793,PoweredM22GJ,Bird,36.14073,-86.816156,POINT (-86.816156 36.14073),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7805,PoweredM48RG,Bird,36.136284,-86.813491,POINT (-86.813491 36.136284),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7808,PoweredM4XLI,Bird,36.131466,-86.790329,POINT (-86.790329 36.131466),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7817,PoweredM69E2,Bird,36.1361,-86.811292,POINT (-86.811292 36.1361),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7819,PoweredM6LIQ,Bird,36.137326,-86.814197,POINT (-86.814197 36.137326),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7824,PoweredM75F5,Bird,36.135521,-86.818608,POINT (-86.818608 36.135521),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7833,PoweredM9D6S,Bird,36.126526,-86.806785,POINT (-86.806785 36.126526),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7841,PoweredMBIXUF6Z7O574,Lime,36.139772,-86.811417,POINT (-86.811417 36.139772),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7849,PoweredMCKVE,Bird,36.13144,-86.811794,POINT (-86.811794 36.13144),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7851,PoweredMCV6V,Bird,36.135602,-86.813084,POINT (-86.813084 36.135602),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7855,PoweredMDBI6ITHZGRVW,Lime,36.122517,-86.796699,POINT (-86.796699 36.122517),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7862,PoweredMEBA6,Bird,36.141619,-86.813628,POINT (-86.813628 36.141619),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7867,PoweredMF7KF,Bird,36.133666,-86.816499,POINT (-86.816499 36.133666),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7868,PoweredMFD6L,Bird,36.131234,-86.816476,POINT (-86.816476 36.131234),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7869,PoweredMFFMD,Bird,36.140841,-86.811875,POINT (-86.811875 36.140841),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7880,PoweredMH4Y4,Bird,36.136195,-86.815766,POINT (-86.815766 36.136195),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7885,PoweredMIBFH,Bird,36.139145,-86.799324,POINT (-86.799324 36.139145),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7886,PoweredMIDP7,Bird,36.135344,-86.80887,POINT (-86.80887 36.135344),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7888,PoweredMIMFZ,Bird,36.137833,-86.800155,POINT (-86.800155 36.137833),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7895,PoweredMJFU4,Bird,36.136437,-86.8165,POINT (-86.8165 36.136437),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7918,PoweredMN4JA,Bird,36.130788,-86.81583,POINT (-86.81583 36.130788),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7928,PoweredMP7BD,Bird,36.139537,-86.814231,POINT (-86.814231 36.139537),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7943,PoweredMRXUK,Bird,36.127044,-86.8141,POINT (-86.8141 36.127044),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7944,PoweredMRYCJ,Bird,36.133353,-86.815021,POINT (-86.815021 36.133353),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7951,PoweredMTNK2,Bird,36.132666,-86.816777,POINT (-86.816777 36.132666),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7956,PoweredMV5XRKVG5BVUX,Lime,36.125746,-86.797045,POINT (-86.797045 36.125746),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7969,PoweredMX3C2,Bird,36.14198,-86.793457,POINT (-86.793457 36.14198),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7975,PoweredMXVENNAO7G2SC,Lime,36.125325,-86.813336,POINT (-86.813336 36.125325),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7976,PoweredMXXDX,Bird,36.127246,-86.792514,POINT (-86.792514 36.127246),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7983,PoweredN15LW,Bird,36.136734,-86.814188,POINT (-86.814188 36.136734),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7990,PoweredN3EY2,Bird,36.128119,-86.811898,POINT (-86.811898 36.128119),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7995,PoweredN5Z3IDHCUKYSK,Lime,36.124088,-86.804044,POINT (-86.804044 36.124088),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
7996,PoweredN6AN7XXS3MTFY,Lime,36.131247,-86.795767,POINT (-86.795767 36.131247),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8000,PoweredN6ISM,Bird,36.13678,-86.815256,POINT (-86.815256 36.13678),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8002,PoweredN75ZC,Bird,36.143694,-86.796707,POINT (-86.796707 36.143694),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8003,PoweredN7ET3,Bird,36.136069,-86.806963,POINT (-86.806963 36.136069),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8004,PoweredN7F4E,Bird,36.148075,-86.798004,POINT (-86.798004 36.148075),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8006,PoweredN7RR1,Bird,36.134681,-86.812814,POINT (-86.812814 36.134681),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8009,PoweredN8YKT,Bird,36.126497,-86.802179,POINT (-86.802179 36.126497),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8032,PoweredNDXS6,Bird,36.131651,-86.814417,POINT (-86.814417 36.131651),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8037,PoweredNF9SC,Bird,36.127255,-86.812815,POINT (-86.812815 36.127255),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8040,PoweredNFYQK,Bird,36.14561,-86.807392,POINT (-86.807392 36.14561),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8043,PoweredNHBBZ,Bird,36.136761,-86.799907,POINT (-86.799907 36.136761),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8050,PoweredNIDRJ,Bird,36.128533,-86.814232,POINT (-86.814232 36.128533),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8058,PoweredNK4UM,Bird,36.134976,-86.818345,POINT (-86.818345 36.134976),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8065,PoweredNKSGU,Bird,36.127103,-86.811762,POINT (-86.811762 36.127103),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8071,PoweredNLTKH,Bird,36.127838,-86.814579,POINT (-86.814579 36.127838),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8080,PoweredNN85A,Bird,36.134461,-86.802649,POINT (-86.802649 36.134461),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8081,PoweredNNHX2,Bird,36.133518,-86.808129,POINT (-86.808129 36.133518),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8082,PoweredNNPSV26VVO4QU,Lime,36.135255,-86.818142,POINT (-86.818142 36.135255),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8086,PoweredNP2U1,Bird,36.121536,-86.795631,POINT (-86.795631 36.121536),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8093,PoweredNQBODPHQNI4EK,Lime,36.137628,-86.814316,POINT (-86.814316 36.137628),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8099,PoweredNRAYD,Bird,36.134502,-86.819693,POINT (-86.819693 36.134502),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8108,PoweredNTUF6,Bird,36.134538,-86.815171,POINT (-86.815171 36.134538),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8111,PoweredNUASB,Bird,36.137275,-86.819859,POINT (-86.819859 36.137275),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8116,PoweredNVDA4,Bird,36.142367,-86.812476,POINT (-86.812476 36.142367),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8118,PoweredNVMKD,Bird,36.135418,-86.801451,POINT (-86.801451 36.135418),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8130,PoweredNX3NV75NRACSV,Lime,36.131139,-86.808981,POINT (-86.808981 36.131139),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8137,PoweredNZJZ6,Bird,36.145313,-86.792732,POINT (-86.792732 36.145313),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8147,PoweredO5QSNHVBYAV7I,Lime,36.137769,-86.813233,POINT (-86.813233 36.137769),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8157,PoweredOE2OMAZXA7TEI,Lime,36.131815,-86.815552,POINT (-86.815552 36.131815),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8160,PoweredOF624WDIC6SY5,Lime,36.132056,-86.817856,POINT (-86.817856 36.132056),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8161,PoweredOGL7XYHZSHV5B,Lime,36.125127,-86.804493,POINT (-86.804493 36.125127),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8180,PoweredOLITMYBPIYQLP,Lime,36.134497,-86.803131,POINT (-86.803131 36.134497),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8200,PoweredOVW5KW3MSJC4R,Lime,36.121811,-86.800878,POINT (-86.800878 36.121811),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8214,PoweredP221A,Bird,36.13084,-86.813771,POINT (-86.813771 36.13084),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8216,PoweredP2KQF7CHIQWJ5,Lime,36.124244,-86.797425,POINT (-86.797425 36.124244),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8220,PoweredP3LCX,Bird,36.135424,-86.815455,POINT (-86.815455 36.135424),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8226,PoweredP4YE7,Bird,36.137796,-86.814568,POINT (-86.814568 36.137796),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8231,PoweredP5B2H,Bird,36.130554,-86.815725,POINT (-86.815725 36.130554),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8233,PoweredP5H8U,Bird,36.123871,-86.806421,POINT (-86.806421 36.123871),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8246,PoweredP799C,Bird,36.13769,-86.802657,POINT (-86.802657 36.13769),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8261,PoweredPAG8T,Bird,36.137598,-86.818431,POINT (-86.818431 36.137598),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8265,PoweredPBE1F,Bird,36.137184,-86.818209,POINT (-86.818209 36.137184),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8276,PoweredPE6US,Bird,36.137505,-86.81565,POINT (-86.81565 36.137505),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8278,PoweredPEKKB,Bird,36.134671,-86.813467,POINT (-86.813467 36.134671),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8280,PoweredPF94M,Bird,36.141036,-86.796914,POINT (-86.796914 36.141036),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8282,PoweredPFPXL,Bird,36.148058,-86.797441,POINT (-86.797441 36.148058),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8290,PoweredPHBV2,Bird,36.133808,-86.811355,POINT (-86.811355 36.133808),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8293,PoweredPHY5N,Bird,36.119196,-86.801132,POINT (-86.801132 36.119196),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8294,PoweredPI7UHDUSQPDTG,Lime,36.12828,-86.80163,POINT (-86.80163 36.12828),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8302,PoweredPJXAJ,Bird,36.13693,-86.800953,POINT (-86.800953 36.13693),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8310,PoweredPM7F7,Bird,36.140562,-86.806292,POINT (-86.806292 36.140562),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8318,PoweredPNEYN,Bird,36.140764,-86.815654,POINT (-86.815654 36.140764),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8344,PoweredPTGRS,Bird,36.134956,-86.806335,POINT (-86.806335 36.134956),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8345,PoweredPTTMG,Bird,36.136441,-86.82059,POINT (-86.82059 36.136441),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8349,PoweredPUGYE3ABS2BX2,Lime,36.124019,-86.809805,POINT (-86.809805 36.124019),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8353,PoweredPVILSU2MCKZ5I,Lime,36.144109,-86.805617,POINT (-86.805617 36.144109),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8365,PoweredPXNF7ADROYSUU,Lime,36.133662,-86.791939,POINT (-86.791939 36.133662),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8366,PoweredPYPMWIR5ROP7X,Lime,36.121114,-86.801692,POINT (-86.801692 36.121114),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8370,PoweredPZR32,Bird,36.139457,-86.813144,POINT (-86.813144 36.139457),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8376,PoweredQ23RV,Bird,36.126534,-86.81388,POINT (-86.81388 36.126534),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8381,PoweredQ33TJFWE535GE,Lime,36.136513,-86.819555,POINT (-86.819555 36.136513),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8386,PoweredQ4J7A,Bird,36.127634,-86.809401,POINT (-86.809401 36.127634),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8387,PoweredQ4LYT,Bird,36.139993,-86.816047,POINT (-86.816047 36.139993),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8389,PoweredQ51H4,Bird,36.128756,-86.81592,POINT (-86.81592 36.128756),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8392,PoweredQ5JGF,Bird,36.131904,-86.795598,POINT (-86.795598 36.131904),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8402,PoweredQ7LCY,Bird,36.136047,-86.816064,POINT (-86.816064 36.136047),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8408,PoweredQ9UWC,Bird,36.12585,-86.807766,POINT (-86.807766 36.12585),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8412,PoweredQB5L6,Bird,36.140531,-86.814542,POINT (-86.814542 36.140531),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8418,PoweredQCKRI,Bird,36.13787,-86.818254,POINT (-86.818254 36.13787),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8426,PoweredQDSTICTYVXHJL,Lime,36.122725,-86.800984,POINT (-86.800984 36.122725),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8431,PoweredQEEV2,Bird,36.133648,-86.816155,POINT (-86.816155 36.133648),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8440,PoweredQFQ1D,Bird,36.13713,-86.814579,POINT (-86.814579 36.13713),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8441,PoweredQFS1L,Bird,36.134755,-86.8042,POINT (-86.8042 36.134755),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8444,PoweredQGSTG,Bird,36.129598,-86.816075,POINT (-86.816075 36.129598),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8445,PoweredQGTF7,Bird,36.13733,-86.811364,POINT (-86.811364 36.13733),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8446,PoweredQGV56,Bird,36.140704,-86.804926,POINT (-86.804926 36.140704),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8448,PoweredQI2OKYSCGHPF7,Lime,36.133717,-86.791936,POINT (-86.791936 36.133717),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8457,PoweredQJM3X,Bird,36.140237,-86.808283,POINT (-86.808283 36.140237),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8487,PoweredQQ7WL,Bird,36.142737,-86.813492,POINT (-86.813492 36.142737),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8503,PoweredQSQIR,Bird,36.135666,-86.80703,POINT (-86.80703 36.135666),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8507,PoweredQTIZB,Bird,36.142315,-86.81208,POINT (-86.81208 36.142315),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8508,PoweredQTL69,Bird,36.132254,-86.814502,POINT (-86.814502 36.132254),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8511,PoweredQTW6I,Bird,36.12882,-86.814677,POINT (-86.814677 36.12882),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8512,PoweredQTX2T,Bird,36.137088,-86.819406,POINT (-86.819406 36.137088),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8513,PoweredQUU17,Bird,36.135755,-86.815758,POINT (-86.815758 36.135755),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8520,PoweredQVFMD5DJURWOV,Lime,36.122625,-86.801496,POINT (-86.801496 36.122625),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8523,PoweredQWJDH,Bird,36.135783,-86.807732,POINT (-86.807732 36.135783),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8529,PoweredQXIIS,Bird,36.127225,-86.813313,POINT (-86.813313 36.127225),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8530,PoweredQXN4UEXGMR27P,Lime,36.125143,-86.795169,POINT (-86.795169 36.125143),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8542,PoweredQZGVG,Bird,36.128587,-86.813169,POINT (-86.813169 36.128587),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8544,PoweredQZULY,Bird,36.130063,-86.816637,POINT (-86.816637 36.130063),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8548,PoweredR1ZM4,Bird,36.138442,-86.816884,POINT (-86.816884 36.138442),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8552,PoweredR2WJE,Bird,36.129728,-86.81322,POINT (-86.81322 36.129728),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8553,PoweredR2YNT,Bird,36.137958,-86.814055,POINT (-86.814055 36.137958),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8560,PoweredR4HXQ,Bird,36.137188,-86.815084,POINT (-86.815084 36.137188),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8575,PoweredR7GXB,Bird,36.140218,-86.816506,POINT (-86.816506 36.140218),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8577,PoweredR7HEP,Bird,36.138148,-86.814409,POINT (-86.814409 36.138148),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8591,PoweredRAE41,Bird,36.127268,-86.814769,POINT (-86.814769 36.127268),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8592,PoweredRAG88,Bird,36.133917,-86.811621,POINT (-86.811621 36.133917),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8594,PoweredRALI4,Bird,36.135049,-86.809564,POINT (-86.809564 36.135049),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8599,PoweredRC9II,Bird,36.136649,-86.820786,POINT (-86.820786 36.136649),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8600,PoweredRCKF5,Bird,36.135758,-86.814875,POINT (-86.814875 36.135758),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8614,PoweredRELUASYMSEUWE,Lime,36.127555,-86.813786,POINT (-86.813786 36.127555),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8619,PoweredRF7UQ4LMMVGQO,Lime,36.125285,-86.805731,POINT (-86.805731 36.125285),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8626,PoweredRGVQ5,Bird,36.136814,-86.821014,POINT (-86.821014 36.136814),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8631,PoweredRHZ6Z,Bird,36.143249,-86.792465,POINT (-86.792465 36.143249),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8640,PoweredRJLWS,Bird,36.138536,-86.81352,POINT (-86.81352 36.138536),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8645,PoweredRKY63JJJKN6RZ,Lime,36.136062,-86.820685,POINT (-86.820685 36.136062),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8649,PoweredRMIDA2DLEHCI5,Lime,36.133675,-86.791959,POINT (-86.791959 36.133675),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8654,PoweredRNXD6HIBVXUWH,Lime,36.145008,-86.798467,POINT (-86.798467 36.145008),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8661,PoweredRQHRV,Bird,36.139397,-86.8143,POINT (-86.8143 36.139397),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8665,PoweredRRJQ2,Bird,36.135461,-86.81799,POINT (-86.81799 36.135461),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8671,PoweredRT9UE,Bird,36.135262,-86.808203,POINT (-86.808203 36.135262),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8673,PoweredRUKF4JR44RZTD,Lime,36.136635,-86.819074,POINT (-86.819074 36.136635),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8675,PoweredRUR2R,Bird,36.126561,-86.800796,POINT (-86.800796 36.126561),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8677,PoweredRV7YK,Bird,36.136914,-86.817959,POINT (-86.817959 36.136914),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8680,PoweredRVNYX,Bird,36.138414,-86.816441,POINT (-86.816441 36.138414),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8690,PoweredRZ56Z,Bird,36.122898,-86.801851,POINT (-86.801851 36.122898),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8693,PoweredRZH31,Bird,36.128737,-86.81416,POINT (-86.81416 36.128737),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
8704,PoweredS3C46,Bird,36.145457,-86.795423,POINT (-86.795423 36.145457),9,37212,54,NASHVILLE,58759.243654332378,73920091.147705078
