,sumdid,company,lat,lon,geometry,index_right,zip,objectid,po_name,shape_stlength,shape_starea
0,Powered-017d3133-f14a-2b83-ee4f-d777e7c5b619,Bolt,36.121115,-86.814587,POINT (-86.814587 36.121115),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
4,Powered-0479bb84-afbd-0426-f1c4-df628542a88c,Bolt,36.122782,-86.815677,POINT (-86.815677 36.122782),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
8,Powered-05fedb39-a00f-a5e0-2219-8c3c7dd1b80e,Bolt,36.120917,-86.81454,POINT (-86.81454 36.120917),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
11,Powered-09c75f98-6492-9d35-12e4-c5649cebf403,Bolt,36.125102,-86.815059,POINT (-86.815059 36.125102),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
13,Powered-0ac70fa5-9f26-e69b-ca7a-9803d2aa1535,Bolt,36.123545,-86.814578,POINT (-86.814578 36.123545),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
27,Powered-14f91c47-4059-a674-13a6-4a7b2ece2cbd,Bolt,36.117285,-86.819342,POINT (-86.819342 36.117285),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
30,Powered-184aee69-32ba-9cce-7375-d7092d9b8773,Bolt,36.125937,-86.814555,POINT (-86.814555 36.125937),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
31,Powered-19820bae-3edc-31a6-795b-925fdcea8338,Bolt,36.121677,-86.814638,POINT (-86.814638 36.121677),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
32,Powered-1a06c7ad-0f36-d984-562d-ed0d82ef20cf,Bolt,36.126673,-86.816727,POINT (-86.816727 36.126673),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
35,Powered-1d5be2e5-e674-dcfd-d1a7-ac9bba113654,Bolt,36.120521,-86.814636,POINT (-86.814636 36.120521),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
39,Powered-20875abd-a212-bb00-be20-f39e0488eb8d,Bolt,36.125894,-86.815466,POINT (-86.815466 36.125894),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
50,Powered-27c0ee73-6b11-7013-b7b9-0664173dc436,Bolt,36.124422,-86.814598,POINT (-86.814598 36.124422),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
62,Powered-2c5ba835-3f98-7a9e-6018-e9b8ac0fee38,Bolt,36.121224,-86.814748,POINT (-86.814748 36.121224),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
65,Powered-2cfdbb5b-85d4-47c1-8cbe-2859c2cceff9,Bolt,36.124999,-86.814995,POINT (-86.814995 36.124999),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
66,Powered-2d8ecfea-d94a-9574-36f7-27d50dc9a7a4,Bolt,36.124987,-86.816577,POINT (-86.816577 36.124987),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
67,Powered-2da4ef55-f8fd-d075-7141-4a65d92b6571,Bolt,36.127631,-86.815787,POINT (-86.815787 36.127631),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
77,Powered-3756b3aa-e53a-3cda-4cba-987c90130f42,Bolt,36.121507,-86.815904,POINT (-86.815904 36.121507),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
81,Powered-3c096a24-c7ce-0c6b-f380-301ef2d96de6,Bolt,36.126416,-86.81485,POINT (-86.81485 36.126416),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
84,Powered-3da61b5b-255c-0a2d-25d5-25f44e2aff7c,Bolt,36.12683,-86.814828,POINT (-86.814828 36.12683),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
89,Powered-40d728a6-1adb-3e5b-e813-5040890b64b5,Bolt,36.120311,-86.814513,POINT (-86.814513 36.120311),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
91,Powered-413ac471-9679-8068-0f27-7ae8eddfcf67,Bolt,36.123611,-86.81538,POINT (-86.81538 36.123611),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
96,Powered-448c6723-e80f-5135-00b3-12879c6175b1,Bolt,36.123162,-86.821568,POINT (-86.821568 36.123162),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
101,Powered-47ad31f3-f77e-3f74-d37d-5a3c8593757f,Bolt,36.119019,-86.813149,POINT (-86.813149 36.119019),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
104,Powered-49a6cda6-f974-ac5d-8bb0-492422ae60d6,Bolt,36.120385,-86.814805,POINT (-86.814805 36.120385),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
109,Powered-4c9bf271-1c0b-5f00-e870-7b0e2ed12cff,Bolt,36.123193,-86.834367,POINT (-86.834367 36.123193),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
112,Powered-4e8c1006-6fc2-54b7-57a6-66e3ddf5cb4f,Bolt,36.119023,-86.818482,POINT (-86.818482 36.119023),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
120,Powered-53e87a1c-c935-8ef1-aec5-91ea276cd5ab,Bolt,36.123263,-86.816654,POINT (-86.816654 36.123263),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
123,Powered-55c83dac-fbe3-5cdd-9bce-615988c03525,Bolt,36.122833,-86.815025,POINT (-86.815025 36.122833),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
128,Powered-56562942-7837-0eda-eeba-e7a3141ac89c,Bolt,36.125832,-86.814459,POINT (-86.814459 36.125832),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
133,Powered-594ff96c-3400-d464-526c-e69a72f6e8af,Bolt,36.126802,-86.815621,POINT (-86.815621 36.126802),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
136,Powered-5a788edf-f94b-9428-d282-07d97092e7ac,Bolt,36.122524,-86.814602,POINT (-86.814602 36.122524),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
143,Powered-5feabefb-3dbb-017a-f3d7-be2f2935ae1d,Bolt,36.119022,-86.814527,POINT (-86.814527 36.119022),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
146,Powered-61e8d6b5-f1de-136c-4d17-94f3f33848ac,Bolt,36.123485,-86.811875,POINT (-86.811875 36.123485),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
154,Powered-67c862a4-a74e-1124-036a-e81697c9858b,Bolt,36.12581,-86.816428,POINT (-86.816428 36.12581),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
159,Powered-6b5ac4d3-4058-404f-af0b-01d9a6e7562b,Bolt,36.121993,-86.81557,POINT (-86.81557 36.121993),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
169,Powered-7258293e-aeb7-0eff-76f3-431c66ca2ae3,Bolt,36.122588,-86.826443,POINT (-86.826443 36.122588),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
170,Powered-72a04621-3a01-05f2-3c9b-abae6d7387ce,Bolt,36.123589,-86.820107,POINT (-86.820107 36.123589),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
171,Powered-74272618-d314-a837-7d38-de92e3e172c8,Bolt,36.126554,-86.814554,POINT (-86.814554 36.126554),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
196,Powered-8579475f-3a34-385b-1509-62401485774b,Bolt,36.122048,-86.819404,POINT (-86.819404 36.122048),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
197,Powered-85a6c6d7-401c-b02b-8529-ad4c55f94deb,Bolt,36.125606,-86.81461,POINT (-86.81461 36.125606),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
209,Powered-8cf29b3e-0ec9-dea2-0ee2-1a0d6cbbd7c5,Bolt,36.127472,-86.815717,POINT (-86.815717 36.127472),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
211,Powered-8e318f17-e918-79a5-09d3-a658180cd4a0,Bolt,36.126272,-86.813151,POINT (-86.813151 36.126272),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
217,Powered-912e704f-b9f8-ae2c-09f2-6cf66ab468a8,Bolt,36.122582,-86.81568,POINT (-86.81568 36.122582),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
224,Powered-95919bb3-a6ea-3e52-b84a-a3a7d3fb7d90,Bolt,36.121438,-86.815694,POINT (-86.815694 36.121438),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
227,Powered-98d2ab9c-ef80-3cff-7f7b-add40229d940,Bolt,36.12359,-86.811651,POINT (-86.811651 36.12359),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
228,Powered-9a9699cf-565c-c8bb-d912-8bf1155db0b7,Bolt,36.123531,-86.815742,POINT (-86.815742 36.123531),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
236,Powered-9e67babe-2d80-cc5d-037e-439e8ad79117,Bolt,36.123411,-86.815764,POINT (-86.815764 36.123411),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
239,Powered-a24159ed-fa89-4e9b-1260-0d87de3bd542,Bolt,36.124726,-86.82172,POINT (-86.82172 36.124726),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
241,Powered-a31dc125-5151-18b2-ac70-0301656484bd,Bolt,36.12572,-86.814759,POINT (-86.814759 36.12572),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
245,Powered-a5530bc9-d4c0-7ad4-7e21-87bcca195865,Bolt,36.12355,-86.820309,POINT (-86.820309 36.12355),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
247,Powered-a5e2e979-8279-c358-89fd-d306d90be5da,Bolt,36.121701,-86.81943,POINT (-86.81943 36.121701),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
269,Powered-b20607e5-d45e-0d57-6600-2531b09c6e5f,Bolt,36.122747,-86.814592,POINT (-86.814592 36.122747),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
273,Powered-b6d8e680-da44-14ab-b73e-189a01c3d32e,Bolt,36.123909,-86.814613,POINT (-86.814613 36.123909),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
279,Powered-bb896e59-15a0-1f28-ade8-2d607fcf509a,Bolt,36.123208,-86.814599,POINT (-86.814599 36.123208),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
282,Powered-bd5b465a-ab61-3988-0085-f7e0bd54795b,Bolt,36.12172,-86.818455,POINT (-86.818455 36.12172),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
286,Powered-c5b50ba5-9b90-b572-d0cb-4358bb925665,Bolt,36.121308,-86.815687,POINT (-86.815687 36.121308),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
290,Powered-c9fba61f-dedd-8be5-3da2-c06f3345d3d9,Bolt,36.127079,-86.815217,POINT (-86.815217 36.127079),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
306,Powered-d0771454-551d-9be4-5f1b-18ab34553f98,Bolt,36.123139,-86.817559,POINT (-86.817559 36.123139),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
307,Powered-d0ce22ca-e941-4fd6-55f2-d4eb9d187d22,Bolt,36.122829,-86.821844,POINT (-86.821844 36.122829),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
316,Powered-d7e27cba-0c42-7dc1-e3cc-5918e4259c4d,Bolt,36.125274,-86.815131,POINT (-86.815131 36.125274),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
322,Powered-df1bed61-9f11-85cf-d8e5-c7b42e1a947c,Bolt,36.121526,-86.814533,POINT (-86.814533 36.121526),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
325,Powered-e19bf412-f79e-983d-1ebf-410597d7ac5f,Bolt,36.123904,-86.814616,POINT (-86.814616 36.123904),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
328,Powered-e752591e-fd6b-15f7-2b99-f0298cd2844b,Bolt,36.121128,-86.814525,POINT (-86.814525 36.121128),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
329,Powered-e8367e2f-9fa7-c1fe-96e9-c149284e9f95,Bolt,36.120531,-86.825734,POINT (-86.825734 36.120531),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
331,Powered-ea3da6cc-2c88-644b-f3c8-0a42d5eb1c66,Bolt,36.123523,-86.814546,POINT (-86.814546 36.123523),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
334,Powered-eaf4a623-16fd-bc01-ffae-dc41cc2ba054,Bolt,36.12422,-86.815826,POINT (-86.815826 36.12422),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
335,Powered-ec429e81-4e77-5ee5-1f97-36072a62eb5f,Bolt,36.120636,-86.820355,POINT (-86.820355 36.120636),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
338,Powered-ed1e8473-41b9-bb30-2a36-ffb27531535b,Bolt,36.12269,-86.814565,POINT (-86.814565 36.12269),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
340,Powered-ee5f5f65-49f1-bdc9-b7ef-5fe6a97bed4d,Bolt,36.123202,-86.815601,POINT (-86.815601 36.123202),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
342,Powered-eebcba84-372c-af8c-ef5f-03b929ff78b0,Bolt,36.127627,-86.815261,POINT (-86.815261 36.127627),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
357,Powered-fe10870b-b1b6-6156-2012-5bd5961d048c,Bolt,36.117996,-86.807052,POINT (-86.807052 36.117996),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
361,Powered001635,Lyft,36.122539,-86.815146,POINT (-86.815146 36.122539),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
362,Powered001853,Lyft,36.104281,-86.832933,POINT (-86.832933 36.104281),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
365,Powered003176,Lyft,36.119604,-86.817653,POINT (-86.817653 36.119604),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
368,Powered006409,Lyft,36.12328,-86.818386,POINT (-86.818386 36.12328),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
371,Powered007963,Lyft,36.125269,-86.8145,POINT (-86.8145 36.125269),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
372,Powered009445c2-292c-5e04-aa82-b3b390f8e57a,Jump,36.1195,-86.8064,POINT (-86.8064 36.1195),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
373,Powered009634,Lyft,36.102984,-86.820744,POINT (-86.820744 36.102984),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
375,Powered00be5e61-ba93-57a4-b0c2-aa8c0d4379f3,Jump,36.1121,-86.8049,POINT (-86.8049 36.1121),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
376,Powered00da85a4-7572-5cb0-8f76-38ac43c9bce7,Jump,36.1128,-86.8275,POINT (-86.8275 36.1128),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
377,Powered010025,Lyft,36.122352,-86.835647,POINT (-86.835647 36.122352),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
379,Powered010653,Lyft,36.12065,-86.824209,POINT (-86.824209 36.12065),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
382,Powered013009,Lyft,36.12233,-86.816326,POINT (-86.816326 36.12233),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
383,Powered013244,Lyft,36.122683,-86.814518,POINT (-86.814518 36.122683),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
384,Powered013453,Lyft,36.122365,-86.820855,POINT (-86.820855 36.122365),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
387,Powered014344,Lyft,36.125212,-86.815254,POINT (-86.815254 36.125212),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
388,Powered01486fdb-0556-568d-a138-234e0517f4a0,Jump,36.1059,-86.8226,POINT (-86.8226 36.1059),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
390,Powered016390,Lyft,36.11507,-86.820784,POINT (-86.820784 36.11507),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
396,Powered0206abf4-e7f8-5264-a598-455a25a7cde9,Jump,36.1124,-86.8289,POINT (-86.8289 36.1124),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
398,Powered021482,Lyft,36.122346,-86.815667,POINT (-86.815667 36.122346),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
401,Powered022a0f15-116c-598f-b479-e80e569f5a5d,Jump,36.1193,-86.8208,POINT (-86.8208 36.1193),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
402,Powered023b94ca-01c6-5fab-b299-21d8e3660835,Jump,36.0597,-86.8427,POINT (-86.8427 36.0597),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
403,Powered024564,Lyft,36.124411,-86.820711,POINT (-86.820711 36.124411),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
405,Powered027041,Lyft,36.119387,-86.803469,POINT (-86.803469 36.119387),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
406,Powered027148,Lyft,36.122693,-86.819785,POINT (-86.819785 36.122693),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
407,Powered027373,Lyft,36.119036,-86.817872,POINT (-86.817872 36.119036),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
411,Powered029304,Lyft,36.109499,-86.814527,POINT (-86.814527 36.109499),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
413,Powered02c2ba17-28b1-51d5-891b-1a23437ba552,Jump,36.113,-86.8229,POINT (-86.8229 36.113),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
415,Powered02e513fd-b017-5592-b03f-101e0dd8efa6,Jump,36.118,-86.807,POINT (-86.807 36.118),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
416,Powered02e7c421-c819-521b-a3c3-94679e66a1c6,Jump,36.1189,-86.8202,POINT (-86.8202 36.1189),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
417,Powered030659,Lyft,36.125168,-86.816823,POINT (-86.816823 36.125168),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
419,Powered031929a9-e0b5-5ea0-b625-ba3257e6a315,Jump,36.1191,-86.8118,POINT (-86.8118 36.1191),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
420,Powered03263d1c-6033-5af0-bae3-0d45341494d8,Jump,36.1191,-86.8201,POINT (-86.8201 36.1191),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
427,Powered035669,Lyft,36.122611,-86.812481,POINT (-86.812481 36.122611),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
428,Powered037286,Lyft,36.123635,-86.820278,POINT (-86.820278 36.123635),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
429,Powered039082,Lyft,36.119589,-86.81452,POINT (-86.81452 36.119589),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
432,Powered03bf9d86-ed78-5553-a875-c0a670f9c005,Jump,36.1197,-86.816,POINT (-86.816 36.1197),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
433,Powered03eccca0-c690-5617-b967-1800fa512536,Jump,36.1194,-86.8181,POINT (-86.8181 36.1194),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
435,Powered041109,Lyft,36.112793,-86.83532,POINT (-86.83532 36.112793),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
438,Powered042825,Lyft,36.122354,-86.821914,POINT (-86.821914 36.122354),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
442,Powered045472,Lyft,36.125252,-86.81761,POINT (-86.81761 36.125252),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
444,Powered0466ce13-66e8-5728-ad08-282da6642f72,Jump,36.119,-86.8236,POINT (-86.8236 36.119),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
446,Powered047053,Lyft,36.109036,-86.819621,POINT (-86.819621 36.109036),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
448,Powered049255,Lyft,36.117923,-86.816016,POINT (-86.816016 36.117923),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
449,Powered049895,Lyft,36.123954,-86.81612,POINT (-86.81612 36.123954),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
450,Powered049897,Lyft,36.125226,-86.814729,POINT (-86.814729 36.125226),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
454,Powered051116,Lyft,36.121611,-86.813399,POINT (-86.813399 36.121611),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
459,Powered053875,Lyft,36.121579,-86.825342,POINT (-86.825342 36.121579),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
460,Powered054136,Lyft,36.120908,-86.811359,POINT (-86.811359 36.120908),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
466,Powered05e6c0ee-739d-50ef-bc42-5e131feeec80,Jump,36.1162,-86.8157,POINT (-86.8157 36.1162),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
468,Powered05f2f35c-dd27-5517-969a-47bc717eb547,Jump,36.1195,-86.817,POINT (-86.817 36.1195),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
469,Powered05fee9e1-d132-5e4f-88cd-153058d391fa,Jump,36.1191,-86.8188,POINT (-86.8188 36.1191),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
471,Powered060757,Lyft,36.121906,-86.814532,POINT (-86.814532 36.121906),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
472,Powered0612f166-ea11-5de5-9563-50fd38cd2e7e,Jump,36.1192,-86.813,POINT (-86.813 36.1192),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
473,Powered06156fee-d2f7-572b-b291-b5486d9f7eec,Jump,36.1094,-86.8341,POINT (-86.8341 36.1094),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
474,Powered061814,Lyft,36.125728,-86.814528,POINT (-86.814528 36.125728),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
477,Powered064138,Lyft,36.121391,-86.816765,POINT (-86.816765 36.121391),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
478,Powered064723,Lyft,36.122631,-86.81581,POINT (-86.81581 36.122631),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
483,Powered067374,Lyft,36.122392,-86.814554,POINT (-86.814554 36.122392),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
486,Powered069219,Lyft,36.12523,-86.814528,POINT (-86.814528 36.12523),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
488,Powered069974,Lyft,36.117051,-86.834755,POINT (-86.834755 36.117051),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
491,Powered070905,Lyft,36.122817,-86.814677,POINT (-86.814677 36.122817),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
492,Powered070fe07a-f3f1-5ba9-9cb7-15a7fa94dd8a,Jump,36.1194,-86.8187,POINT (-86.8187 36.1194),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
493,Powered071179,Lyft,36.125167,-86.830711,POINT (-86.830711 36.125167),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
495,Powered072224,Lyft,36.122651,-86.814689,POINT (-86.814689 36.122651),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
499,Powered076034,Lyft,36.123157,-86.826799,POINT (-86.826799 36.123157),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
500,Powered07790b01-941d-505c-bd20-4bfe13061472,Jump,36.1193,-86.8045,POINT (-86.8045 36.1193),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
502,Powered079f7572-0ce9-5189-a5b0-ba64fd3b8fc6,Jump,36.1163,-86.8196,POINT (-86.8196 36.1163),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
504,Powered080827,Lyft,36.118057,-86.818638,POINT (-86.818638 36.118057),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
507,Powered083013,Lyft,36.123529,-86.814204,POINT (-86.814204 36.123529),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
511,Powered085395,Lyft,36.120605,-86.817761,POINT (-86.817761 36.120605),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
512,Powered0856d6d4-94ef-564c-8a0a-c02c2281de99,Jump,36.1167,-86.8288,POINT (-86.8288 36.1167),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
514,Powered086478,Lyft,36.124257,-86.814633,POINT (-86.814633 36.124257),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
517,Powered088080,Lyft,36.124408,-86.816368,POINT (-86.816368 36.124408),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
519,Powered089301,Lyft,36.119684,-86.81638,POINT (-86.81638 36.119684),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
524,Powered091408,Lyft,36.113116,-86.816886,POINT (-86.816886 36.113116),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
528,Powered09251cce-2955-5eff-b115-3d5c109b0bb6,Jump,36.1191,-86.8345,POINT (-86.8345 36.1191),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
530,Powered093597,Lyft,36.126124,-86.813446,POINT (-86.813446 36.126124),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
534,Powered095782,Lyft,36.125279,-86.830828,POINT (-86.830828 36.125279),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
536,Powered097216,Lyft,36.125204,-86.814543,POINT (-86.814543 36.125204),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
540,Powered099713,Lyft,36.117952,-86.822777,POINT (-86.822777 36.117952),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
541,Powered09c3974e-e332-596e-b298-0c8ed09158b1,Jump,36.1193,-86.818,POINT (-86.818 36.1193),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
542,Powered09ce81a2-646a-5bde-a145-8f9698f688b2,Jump,36.1194,-86.8118,POINT (-86.8118 36.1194),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
543,Powered09d8a898-5561-5059-9f40-5fa8d80d3a8e,Jump,36.1194,-86.8202,POINT (-86.8202 36.1194),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
544,Powered09fe23db-51ae-5e1c-8bb9-1123bff82e37,Jump,36.1063,-86.8416,POINT (-86.8416 36.1063),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
545,Powered09fe7b06-4aae-5fba-bd24-7bfe94b81802,Jump,36.1194,-86.8212,POINT (-86.8212 36.1194),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
547,Powered0a17d357-094a-57d8-8a5d-08eaa41186e0,Jump,36.1159,-86.8212,POINT (-86.8212 36.1159),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
549,Powered0a80f289-6ad7-5354-ab58-0bf7bdaf8a1a,Jump,36.0988,-86.8211,POINT (-86.8211 36.0988),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
553,Powered0aed646a-3379-5f9c-800f-feb8b53591b0,Jump,36.1188,-86.8206,POINT (-86.8206 36.1188),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
554,Powered0b235f56-5e70-51ca-8e9a-263f35e09fc0,Jump,36.1177,-86.8145,POINT (-86.8145 36.1177),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
556,Powered0c0aeb19-97df-5660-b775-e657c4f23c3b,Jump,36.1185,-86.8168,POINT (-86.8168 36.1185),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
559,Powered0c9c56ae-74d0-59ab-9207-7c02ad63f859,Jump,36.0812,-86.8402,POINT (-86.8402 36.0812),44,37215,38,NASHVILLE,158698.30754566603,424774478.15600586
