"companyname","sumdid","avg_trips_per_day"
"Bolt Mobility","Powered-bd5b465a-ab61-3988-0085-f7e0bd54795b","1.0217"
"Bird","PoweredBY3DZ","1.0217"
"SPIN","Powered5732434","1.0217"
"Lyft","Powered820879","1.0109"
"Lyft","Powered224737","1.0109"
"Bolt Mobility","Powered-a4397c89-16ef-e951-4c79-481d3677107e","1.0109"
"Lime","PoweredWXBZ4QQ3JXGNS","1.0109"
"Bolt Mobility","Powered-67c862a4-a74e-1124-036a-e81697c9858b","1.0109"
"Lime","PoweredGYGRIZMXUTX62","1.0109"
"Lyft","Powered939100","1.0109"
"Bolt Mobility","Powered-2cfdbb5b-85d4-47c1-8cbe-2859c2cceff9","1.0109"
"Bird","Powered9UUEB","1.0109"
"Bolt Mobility","Powered-b58efbed-fb37-7715-1858-f8ac30fab2ee","1.0109"
"Lime","PoweredMCOMTKK4Z4YHC","1.0109"
"Lyft","Powered512153","1.0109"
"Bird","PoweredYALIC","1.0109"
"Bird","PoweredC67WR","1.0109"
"Bird","PoweredF5YNQ","1.0109"
"Lime","PoweredDQAVW6EBD355G","1.0109"
"Bird","PoweredKVD5G","1.0109"
"Lime","PoweredCNXPOFO2KP5B3","1.0109"
"Lime","Powered3WOGYGLVBBY67","1.0109"
"Bolt Mobility","Powered-5e26df3f-3475-f5dc-4361-86fa55423ff5","1.0109"
"Lyft","Powered854338","1.0109"
"Lyft","Powered147794","1.0109"
"Lime","PoweredIOFQYYY7X7BDL","1.0109"
"Bolt Mobility","Powered-e19bf412-f79e-983d-1ebf-410597d7ac5f","1.0000"
"Lyft","Powered564155","1.0000"
"Lyft","Powered258664","1.0000"
"Lyft","Powered505342","1.0000"
"Bolt Mobility","Powered-017d3133-f14a-2b83-ee4f-d777e7c5b619","1.0000"
"Bird","PoweredGASDW","1.0000"
"Lyft","Powered645835","1.0000"
"Bird","Powered5DQX9","1.0000"
"Lyft","Powered293084","1.0000"
"Lyft","Powered922404","1.0000"
"Bird","Powered9WQZ1","1.0000"
"Lime","PoweredCFNYZGZ4CG5JH","1.0000"
"Lime","PoweredJ7LPOP2NKDWYU","1.0000"
"Lyft","Powered776703","1.0000"
"Lime","PoweredDRXEWR7LKAFV3","1.0000"
"Bird","PoweredAISLZ","1.0000"
"Lyft","Powered941444","1.0000"
"Bird","PoweredTVUKK","1.0000"
"Bird","PoweredXCJ5I","1.0000"
"Lime","PoweredM2TTXAG6ZKUNH","1.0000"
"Lyft","Powered971025","1.0000"
"SPIN","Powered2781656","1.0000"
"Lyft","Powered675886","1.0000"
"Bird","PoweredJHGYL","1.0000"
"Lime","PoweredV7PNEZSDLOW4U","1.0000"
"Lyft","Powered088080","1.0000"
"Bolt Mobility","Powered-af4b19b0-73c9-c38e-3e30-f6458c328ae7","1.0000"
"Lyft","Powered874268","1.0000"
"Bird","PoweredIWLWU","1.0000"
"Lime","Powered6FLYYDRWRFCYS","1.0000"
"Lyft","Powered760381","1.0000"
"Bird","PoweredUR1ZG","1.0000"
"Bird","PoweredL1H3U","0.9891"
"Bird","Powered5DHJ9","0.9891"
"Bolt Mobility","Powered-42343fcc-da6a-eac1-ab22-e6e31e320faf","0.9891"
"Lyft","Powered404067","0.9891"
"Lime","PoweredJEXD2NNX3J7FZ","0.9891"
"Lyft","Powered547762","0.9891"
"Bird","Powered6KXV5","0.9891"
"Lyft","Powered650754","0.9891"
"Lime","PoweredC7VHQZ7EBFWTB","0.9891"
"Lyft","Powered880251","0.9891"
"Lime","PoweredZNMP333OPK2FX","0.9891"
"Lyft","Powered240631","0.9891"
"Lyft","Powered203153","0.9891"
"Bird","Powered91P7Z","0.9891"
"Lime","PoweredWYHWZ2DFCMC55","0.9891"
"Bolt Mobility","Powered-b6d8e680-da44-14ab-b73e-189a01c3d32e","0.9891"
"Bolt Mobility","Powered-ae44754d-5be7-0c96-4f4f-d106dc6b05ab","0.9891"
"Lime","PoweredV32PDVPZVU5TJ","0.9891"
"Lime","PoweredE37HPUOYH7YRY","0.9891"
"Lime","PoweredGP222QZT5KXM7","0.9891"
"Lyft","Powered668372","0.9891"
"SPIN","Powered9353764","0.9891"
"Lyft","Powered329485","0.9783"
"Lyft","Powered556164","0.9783"
"Lyft","Powered080827","0.9783"
"Lyft","Powered487049","0.9783"
"Lyft","Powered114494","0.9783"
"Lime","PoweredCSEZ5B2SAJ7K4","0.9783"
"Lyft","Powered362264","0.9783"
"Bird","PoweredWRA9D","0.9783"
"Lime","PoweredOCAWEGMKLTB43","0.9783"
"Lyft","Powered328984","0.9783"
"Bird","PoweredEXI2U","0.9783"
"SPIN","Powered9858918","0.9783"
"Bolt Mobility","Powered-51862bec-621e-8862-903d-8a79bd8566b4","0.9783"
"Lyft","Powered675277","0.9783"
"Bolt Mobility","Powered-edb52265-38ab-659e-514b-74a422e12e3d","0.9783"
"Lyft","Powered853835","0.9783"
"Lyft","Powered491691","0.9783"
"Lime","Powered66CJUCEQ77HO6","0.9783"
"Bolt Mobility","Powered-2c5ba835-3f98-7a9e-6018-e9b8ac0fee38","0.9783"
"Lyft","Powered821188","0.9783"
"Lyft","Powered140661","0.9783"
"Lime","PoweredSS2HT4GJY33T6","0.9783"
"SPIN","Powered4963273","0.9783"
"Bird","PoweredBT3QN","0.9783"
"Bolt Mobility","Powered-2923f3cd-568f-b703-49e9-4da763a1ba71","0.9674"
"Bird","PoweredU9M2X","0.9674"
"Lyft","Powered390855","0.9674"
"Lime","PoweredIGDON5TKZ5FBK","0.9674"
"Lyft","Powered658786","0.9674"
"Bird","Powered359Z6","0.9674"
"Lime","PoweredUU7YTEZUQTCQF","0.9674"
"Lime","PoweredWSIOOAEDBU7X3","0.9674"
"Bolt Mobility","Powered-1d5be2e5-e674-dcfd-d1a7-ac9bba113654","0.9674"
"Bird","Powered8E9MB","0.9674"
"Lime","PoweredWDKYAUX4HMCQQ","0.9674"
"Bird","PoweredR8DM1","0.9674"
"Bolt Mobility","Powered-a7bb136a-7cf6-2512-eb81-f9f29b4f64e4","0.9674"
"Bird","PoweredGLWPB","0.9674"
"Bird","PoweredZB1FI","0.9674"
"Lime","PoweredL3KGGSTZQBPEK","0.9674"
"Lyft","Powered995112","0.9674"
"Lyft","Powered886495","0.9674"
"Lime","Powered7AQM6B2KMN3BL","0.9674"
"Lyft","Powered374916","0.9674"
"SPIN","Powered3476041","0.9674"
"Lime","PoweredZYLKUQ5ITXDLL","0.9674"
"Bird","Powered4C7EI","0.9674"
"Lime","PoweredHFF4HNY67I2BP","0.9674"
"Bird","Powered57M5Y","0.9674"
"Lyft","Powered085395","0.9674"
"Lime","PoweredUSFURVUIXCWGP","0.9674"
"Lyft","Powered143882","0.9674"
"Lyft","Powered450453","0.9674"
"Bolt Mobility","Powered-419aaee1-9e16-8b80-cd33-08eb7f366a8e","0.9674"
"Lyft","Powered837779","0.9674"
"Bird","PoweredA5Q6W","0.9674"
"Bird","PoweredL968V","0.9674"
"SPIN","Powered4664287","0.9674"
"Lyft","Powered883367","0.9674"
"Bird","Powered7YBCF","0.9674"
"Lyft","Powered880915","0.9674"
"Lime","PoweredJBLMU22WHSYUD","0.9674"
"Lyft","Powered701089","0.9674"
"Bird","Powered6EIKX","0.9674"
"Lyft","Powered382538","0.9565"
"Bird","PoweredMWUV2","0.9565"
"Lyft","Powered684908","0.9565"
"Lime","PoweredU27QIJ6GPFD7A","0.9565"
"Lyft","Powered415270","0.9565"
"Lime","PoweredWJ7UYHTVRPNZF","0.9565"
"Bird","PoweredUYFM1","0.9565"
"Lime","PoweredN5Z3IDHCUKYSK","0.9565"
"Lyft","Powered782785","0.9565"
"Lyft","Powered752979","0.9565"
"Lyft","Powered509158","0.9565"
"Lime","Powered5I4PFWS6Y6BWQ","0.9565"
"Lime","PoweredSFVAGQQBKBNGL","0.9565"
"Lyft","Powered589569","0.9565"
"Bird","Powered1U298","0.9565"
"Lyft","Powered318669","0.9565"
"Lime","PoweredGETLWRNRFI4YX","0.9565"
"Bird","Powered2VZ9L","0.9565"
"Lyft","Powered518936","0.9565"
"Bird","PoweredF6ICZ","0.9565"
"Bird","PoweredNHD6Y","0.9565"
"Lyft","Powered794573","0.9565"
"Bird","PoweredU8GCD","0.9565"
"Lyft","Powered180317","0.9565"
"Lime","PoweredNWDSGAA3GWOEM","0.9565"
"Bird","Powered8GIGE","0.9565"
"Lime","PoweredGBPIUGY3OXKZS","0.9565"
"Lime","Powered26OJG6PEIY6XY","0.9565"
"Bird","PoweredW2WGQ","0.9565"
"Lyft","Powered738590","0.9565"
"Lyft","Powered719878","0.9565"
"Lyft","Powered588344","0.9565"
"Bird","PoweredGMUYI","0.9565"
"Lyft","Powered986925","0.9565"
"Bird","Powered1ANXK","0.9565"
"Lime","PoweredGW2XWXPWOF6NH","0.9457"
"SPIN","Powered9939396","0.9457"
"Lime","PoweredAA3ZQ7IPB7GAK","0.9457"
"Lime","PoweredS42NPBYPM42HM","0.9457"
"SPIN","Powered1572748","0.9457"
"Lyft","Powered473359","0.9457"
"Lyft","Powered297518","0.9457"
"Lyft","Powered974233","0.9457"
"Bird","Powered72JKW","0.9457"
"Lyft","Powered579660","0.9457"
"Bird","Powered5R5UK","0.9457"
"Bird","PoweredNB4GN","0.9457"
"Bird","PoweredYIUYZ","0.9457"
"Lyft","Powered707225","0.9457"
"Bird","PoweredFRERK","0.9457"
"Lime","PoweredOPYI76ALKBK74","0.9457"
"Bird","PoweredA3YRB","0.9457"
"Lyft","Powered849836","0.9457"
"Bird","PoweredP9C2I","0.9457"
"Lyft","Powered564802","0.9457"
"Lime","PoweredYLKCGBN2M4QGQ","0.9457"
"Lyft","Powered623986","0.9457"
"Bird","PoweredU4ZVE","0.9457"
"Lime","PoweredBCJBRMAPKCKTN","0.9457"
"Lyft","Powered545760","0.9457"
"Lyft","Powered331473","0.9457"
"Bird","PoweredBJFJZ","0.9457"
"Lime","Powered4EY7FIDYJF4GS","0.9457"
"Bolt Mobility","Powered-b56d6546-1af8-84dc-e22c-6072f3855ca9","0.9457"
"Lyft","Powered265244","0.9457"
"Bird","PoweredS8DML","0.9457"
"Lyft","Powered721654","0.9457"
"Bolt Mobility","Powered-925a5ca1-181b-77ed-645d-08322d0f79a7","0.9457"
"Bird","Powered6SN6J","0.9457"
"Bird","Powered8KKHS","0.9457"
"Lyft","Powered957131","0.9457"
"Lyft","Powered809094","0.9457"
"Lyft","Powered124203","0.9457"
"Bolt Mobility","Powered-184aee69-32ba-9cce-7375-d7092d9b8773","0.9457"
"Lime","PoweredYRQLJ5TIJG2TF","0.9457"
"SPIN","Powered2199743","0.9348"
"Lyft","Powered790946","0.9348"
"Lime","PoweredQLPNHW6DMIRR6","0.9348"
"SPIN","Powered5133252","0.9348"
"Bird","PoweredPDPX6","0.9348"
"SPIN","Powered7049691","0.9348"
"SPIN","Powered5562108","0.9348"
"Bird","PoweredLSWU7","0.9348"
"Bird","PoweredJ2MWF","0.9348"
"Bird","PoweredP98YF","0.9348"
"Lyft","Powered317303","0.9348"
"Lyft","Powered804554","0.9348"
"Bird","PoweredVWZIH","0.9348"
"Lime","PoweredQVY4J5WUDWHU6","0.9348"
"Lyft","Powered118548","0.9348"
"Lime","PoweredUSLZ73XB77IDW","0.9348"
"SPIN","Powered3005365","0.9348"
"Lyft","Powered237760","0.9348"
"Lime","PoweredWADT2R7GCJUNZ","0.9348"
"Bird","PoweredXKKPE","0.9348"
"Lyft","Powered741719","0.9348"
"Bolt Mobility","Powered-ea3da6cc-2c88-644b-f3c8-0a42d5eb1c66","0.9348"
"SPIN","Powered7950702","0.9348"
"Bird","PoweredIUXS3","0.9348"
"Lime","PoweredI5NSEK2GT26BB","0.9348"
"Lyft","Powered736457","0.9348"
"Bird","PoweredG4BDM","0.9348"
"SPIN","Powered8317889","0.9348"
"Bird","PoweredQ23RV","0.9348"
"Lime","PoweredMDBI6ITHZGRVW","0.9348"
"Bird","PoweredPXIRJ","0.9348"
"Bird","PoweredCQ56T","0.9348"
"Bird","Powered1ZGD5","0.9348"
"Bird","PoweredU33BE","0.9348"
"Bird","PoweredFBZ8I","0.9348"
"Bird","PoweredC81WP","0.9348"
"Bird","Powered2LUK3","0.9348"
"Bird","Powered5NPR7","0.9348"
"Bird","PoweredBHHGX","0.9348"
"Lime","PoweredNU3TYLT5YIIXW","0.9348"
"Lime","PoweredPOKBBJYBJ2IZ4","0.9348"
"Bolt Mobility","Powered-ae697d9a-4a9a-cd1c-c176-cc432f010ff1","0.9348"
"SPIN","Powered2298346","0.9348"
"Bolt Mobility","Powered-9b0b7846-83f3-a909-626c-1e7e5a0b49cb","0.9348"
"Lyft","Powered785637","0.9348"
"Bolt Mobility","Powered-2763482f-d784-4797-7cf9-59346940451d","0.9348"
"Bird","PoweredHKSW1","0.9239"
"Lime","PoweredVVAW4BLIIQR3V","0.9239"
"Lime","PoweredG3WOR5TA3QY3N","0.9239"
"Bird","Powered62E7E","0.9239"
"Bird","Powered9Y3SG","0.9239"
"Bird","PoweredU27KA","0.9239"
"Bird","PoweredL475L","0.9239"
"Lime","PoweredJRZA5EE3CAOS4","0.9239"
"Lime","PoweredLGCQYN2BOBMWI","0.9239"
"Bird","Powered4F9XY","0.9239"
"Bird","PoweredII1QP","0.9239"
"SPIN","Powered5439706","0.9239"
"Lyft","Powered515028","0.9239"
"Bird","PoweredHRLBD","0.9239"
"Bolt Mobility","Powered-4aede0e0-a137-ca41-680e-c9c6b8a54fa9","0.9239"
"Bolt Mobility","Powered-594ff96c-3400-d464-526c-e69a72f6e8af","0.9239"
"Bird","PoweredNKM2G","0.9239"
"SPIN","Powered8119378","0.9239"
"Lime","PoweredMXTCDPN4ZIP6Y","0.9239"
"Bolt Mobility","Powered-11c91768-0a7c-824a-72aa-806f7208e428","0.9239"
"Lyft","Powered908330","0.9239"
"Lime","PoweredNC5UQYDL3KXPL","0.9239"
"Lyft","Powered005537","0.9239"
"Bird","PoweredUX2J7","0.9239"
"SPIN","Powered5965864","0.9239"
"Lyft","Powered338975","0.9239"
"Bolt Mobility","Powered-05fedb39-a00f-a5e0-2219-8c3c7dd1b80e","0.9239"
"Lime","PoweredQJQTTSIEJ7IHR","0.9239"
"Lime","PoweredGB3TL55ZTDB3V","0.9239"
"Bird","PoweredSI441","0.9239"
"Bird","PoweredZILWT","0.9239"
"Lime","PoweredKYRMODTLIPCZU","0.9239"
"Lyft","Powered869301","0.9239"
"Lyft","Powered444137","0.9239"
"Lime","PoweredZ2PW4EYEQUK3N","0.9239"
"Bird","Powered9CUXP","0.9239"
"Bird","Powered3TL95","0.9239"
"Bolt Mobility","Powered-272a7857-5c42-08b9-b609-eca7b0737f69","0.9239"
"Lyft","Powered846033","0.9239"
"Lime","PoweredI74OVG63I5CKU","0.9239"
"SPIN","Powered2540947","0.9239"
"Bolt Mobility","Powered-bb896e59-15a0-1f28-ade8-2d607fcf509a","0.9239"
"Lyft","Powered600535","0.9239"
"Bird","PoweredSD4ID","0.9239"
"Lyft","Powered643177","0.9239"
"SPIN","Powered5745988","0.9239"
"SPIN","Powered5479499","0.9239"
"Lyft","Powered740992","0.9239"
"Bird","PoweredJLYPI","0.9239"
"Bolt Mobility","Powered-19820bae-3edc-31a6-795b-925fdcea8338","0.9239"
"Lime","Powered6IG7XXTA4EBYH","0.9239"
"Lime","PoweredK2K7JQYOWEHKE","0.9130"
"Lyft","Powered582981","0.9130"
"Bird","PoweredCYEQ4","0.9130"
"SPIN","Powered2403097","0.9130"
"Bolt Mobility","Powered-a09d73c3-4980-5d69-b03e-a4dcaa3bbb10","0.9130"
"Bird","PoweredMXDZR","0.9130"
"Lime","PoweredB2NAS4AKHW5DQ","0.9130"
"Lime","PoweredCIC7CFZMAH3TY","0.9130"
"Bird","Powered1NNHR","0.9130"
"Lyft","Powered066882","0.9130"
"Bolt Mobility","Powered-74272618-d314-a837-7d38-de92e3e172c8","0.9130"
"Bird","Powered7KREJ","0.9130"
"Lime","PoweredO3ECDDTOIY4QL","0.9130"
"Bird","Powered2TYUB","0.9130"
"Bird","Powered434LT","0.9130"
"Lyft","Powered222608","0.9130"
"Lyft","Powered481642","0.9130"
"Bird","Powered3V7DM","0.9130"
"SPIN","Powered5705561","0.9130"
"Lime","PoweredHDHHBVOS4YXTG","0.9130"
"Lyft","Powered308631","0.9130"
"SPIN","Powered7569689","0.9130"
"Bolt Mobility","Powered-ed13104a-7ea9-d775-6273-37b88b54c56e","0.9130"
"Bolt Mobility","Powered-df620308-242b-cb8b-02ae-405d16cef9d1","0.9130"
"Bird","Powered72PTV","0.9130"
"Lyft","Powered658305","0.9130"
"Lyft","Powered478023","0.9130"
"Bird","PoweredHS6BH","0.9130"
"SPIN","Powered2578637","0.9130"
"Lyft","Powered054136","0.9130"
"Lyft","Powered997302","0.9130"
"Bird","Powered4AR6I","0.9130"
"Lyft","Powered435892","0.9130"
"Bolt Mobility","Powered-a5e2e979-8279-c358-89fd-d306d90be5da","0.9130"
"Bird","PoweredTHQWN","0.9130"
"Lyft","Powered583191","0.9130"
"SPIN","Powered2308940","0.9130"
"Bird","PoweredVCX73","0.9130"
"Lyft","Powered626167","0.9022"
"Lime","PoweredTB6JVKPTKJCQL","0.9022"
"Lime","PoweredLFDERUOTOAOKV","0.9022"
"Lime","PoweredTZG4LZCRMDM4N","0.9022"
"Bird","PoweredV9I27","0.9022"
"Bird","PoweredH42TQ","0.9022"
"Lyft","Powered972550","0.9022"
"Bird","PoweredBRCJS","0.9022"
"Bird","PoweredDWDAU","0.9022"
"SPIN","Powered1724745","0.9022"
"Lyft","Powered512350","0.9022"
"Lime","Powered7OADUJ4PHM3JV","0.9022"
"Lyft","Powered135576","0.9022"
"Bird","PoweredYE6LP","0.9022"
"Lyft","Powered605278","0.9022"
"Bird","PoweredAKJPQ","0.9022"
"Lime","PoweredX4QDPGJUXDAGF","0.9022"
"Lyft","Powered172370","0.9022"
"Bolt Mobility","Powered-d8bd4ead-fa43-c56c-a6a5-159fd1dfd57f","0.9022"
"Lyft","Powered726876","0.9022"
"Lyft","Powered942780","0.9022"
"Lyft","Powered446977","0.9022"
"Bird","PoweredPVTGC","0.9022"
"Bird","PoweredB3UDB","0.9022"
"Lime","PoweredE3SO3WAFOQXPT","0.9022"
"Bird","PoweredU79H1","0.9022"
"Lyft","Powered029304","0.9022"
"Bird","Powered6H984","0.9022"
"Lime","PoweredE3XJOCHH2WQ7Y","0.9022"
"Lyft","Powered499390","0.9022"
"Bird","PoweredEQDPG","0.9022"
"Bird","Powered9KWG4","0.9022"
"Lime","PoweredAQIWOA3DDZLLF","0.9022"
"Bird","PoweredXCX1I","0.9022"
"Bird","PoweredQR5KV","0.9022"
"Lyft","Powered044088","0.9022"
"Bird","PoweredPZRTZ","0.9022"
"Bolt Mobility","Powered-d3563566-bcc1-23f7-0b91-c0d1a1efc925","0.9022"
"Lime","PoweredQV7BCOUKL2MZG","0.9022"
"SPIN","Powered7234668","0.9022"
"Lyft","Powered069219","0.9022"
"Bird","PoweredR3YBD","0.9022"
"Bird","PoweredSQM2S","0.8913"
"Bird","Powered5I3DR","0.8913"
"Lyft","Powered334577","0.8913"
"Lyft","Powered097556","0.8913"
"SPIN","Powered9122798","0.8913"
"Bolt Mobility","Powered-c7fed7ed-fa70-5106-9421-e3fe757adaa6","0.8913"
"Bird","PoweredD1SSB","0.8913"
"Bird","PoweredFKS6S","0.8913"
"SPIN","Powered3522267","0.8913"
"Bird","PoweredC4CGP","0.8913"
"Bolt Mobility","Powered-e46ee111-ae0d-56ef-7b4a-c21551bb69dd","0.8913"
"Bolt Mobility","Powered-2da4ef55-f8fd-d075-7141-4a65d92b6571","0.8913"
"Bird","PoweredRQHRV","0.8913"
"Bird","Powered41A5D","0.8913"
"Lime","Powered7ASRDH4EJCUUZ","0.8913"
"Bird","PoweredT1UZY","0.8913"
"Lime","PoweredLJMCXGIZ3IYFX","0.8913"
"Bird","PoweredTZIK8","0.8913"
"Lyft","Powered617247","0.8913"
"Lyft","Powered787109","0.8913"
"Bird","PoweredWH72P","0.8913"
"SPIN","Powered4755415","0.8913"
"Bird","PoweredAHEIU","0.8913"
"Lyft","Powered608532","0.8913"
"Bird","PoweredSPMPU","0.8913"
"Bird","PoweredV151N","0.8913"
"Lyft","Powered054202","0.8913"
"Bird","Powered3NKCI","0.8913"
"Lime","PoweredNJHY4U3JH3M7W","0.8913"
"Lyft","Powered110654","0.8913"
"Bird","PoweredYZ6EH","0.8913"
"Lime","PoweredLYW2EXJ6PHFTH","0.8913"
"Bird","Powered7KKBJ","0.8913"
"Bird","PoweredTNCMB","0.8913"
"Bird","PoweredR1256","0.8913"
"Bird","PoweredQWDF2","0.8913"
"Lyft","Powered646474","0.8913"
"Lyft","Powered849206","0.8913"
"Lime","PoweredOF624WDIC6SY5","0.8913"
"Lime","PoweredD5PN3ZXY3HSK7","0.8913"
"Lyft","Powered569373","0.8913"
"Bolt Mobility","Powered-14f91c47-4059-a674-13a6-4a7b2ece2cbd","0.8913"
"Bird","Powered7QWCA","0.8913"
"Lyft","Powered291741","0.8913"
"Bird","PoweredBSDDG","0.8913"
"Bird","PoweredI3A9W","0.8913"
"SPIN","Powered9075413","0.8913"
"Lyft","Powered805047","0.8913"
"Bird","PoweredNAJP5","0.8913"
"Bird","PoweredYAYL4","0.8913"
"Bird","PoweredZT6X7","0.8913"
"Bird","PoweredQ4TQR","0.8913"
"Bird","Powered23WB2","0.8804"
"Lyft","Powered860921","0.8804"
"SPIN","Powered3047571","0.8804"
"Lyft","Powered003176","0.8804"
"Lime","PoweredUCLK2G4J226JB","0.8804"
"Lyft","Powered689035","0.8804"
"Lyft","Powered459564","0.8804"
"Lyft","Powered534185","0.8804"
"Lime","PoweredPNG5DX7S2X5QB","0.8804"
"Lime","PoweredZIR5EZCWIIFE5","0.8804"
"SPIN","Powered8193179","0.8804"
"Lyft","Powered691932","0.8804"
"Lyft","Powered695570","0.8804"
"Bird","PoweredECH2M","0.8804"
"SPIN","Powered1756874","0.8804"
"Bird","PoweredI1C9K","0.8804"
"Lyft","Powered127841","0.8804"
"Lyft","Powered146965","0.8804"
"Lyft","Powered220544","0.8804"
"Lime","PoweredNQBODPHQNI4EK","0.8804"
"Lime","PoweredARDHXQEAXHFKH","0.8804"
"Bird","Powered3UL2J","0.8804"
"Lyft","Powered333151","0.8804"
"Bolt Mobility","Powered-c9fba61f-dedd-8be5-3da2-c06f3345d3d9","0.8804"
"Lyft","Powered006409","0.8804"
"Bolt Mobility","Powered-55a7ac02-7e17-bb3b-130d-b160d9776405","0.8804"
"Bird","Powered2SMKT","0.8804"
"Bird","PoweredYUK85","0.8804"
"Bird","PoweredVS299","0.8804"
"SPIN","Powered3409377","0.8804"
"Bolt Mobility","Powered-ca852284-237e-c8f1-ba02-fb03f5bdba50","0.8804"
"SPIN","Powered3919161","0.8804"
"Bird","PoweredSYB2R","0.8804"
"Lyft","Powered875982","0.8804"
"Lyft","Powered948770","0.8804"
"Lyft","Powered981019","0.8804"
"Lyft","Powered944725","0.8804"
"Bolt Mobility","Powered-0540c92c-0907-dafa-b19f-011495068ec5","0.8804"
"Bolt Mobility","Powered-03be23ca-d43b-222f-be54-e44b5b4690df","0.8804"
"SPIN","Powered8915303","0.8804"
"Lyft","Powered185599","0.8804"
"Bolt Mobility","Powered-4f07cd3d-1994-4e53-2c82-aacdf4cfde42","0.8804"
"Bird","PoweredLCTJM","0.8804"
"Bird","PoweredVL7YG","0.8804"
"SPIN","Powered3836348","0.8804"
"Lime","PoweredL4CIFAJA2N5O3","0.8804"
"SPIN","Powered4857921","0.8804"
"SPIN","Powered3246394","0.8804"
"Bolt Mobility","Powered-362a209a-7b0a-f07e-e3d0-6d21c714a83c","0.8804"
"Bolt Mobility","Powered-eaf4a623-16fd-bc01-ffae-dc41cc2ba054","0.8804"
"Bird","Powered2FTVB","0.8804"
"SPIN","Powered8400991","0.8804"
"Bird","Powered9VGFW","0.8804"
"Bird","PoweredJ6DAH","0.8804"
"Lime","PoweredDD3XJEU6PEMBV","0.8696"
"Bird","PoweredMI6HN","0.8696"
"Bird","PoweredWE6DN","0.8696"
"SPIN","Powered8052471","0.8696"
"Bird","PoweredHVTZJ","0.8696"
"SPIN","Powered5088279","0.8696"
"Lyft","Powered511674","0.8696"
"Bird","PoweredYVFFK","0.8696"
"Lime","Powered4IRGILRSWBMZC","0.8696"
"Lyft","Powered021910","0.8696"
"Bird","Powered4JJJC","0.8696"
"SPIN","Powered5500153","0.8696"
"Bolt Mobility","Powered-2cfceb04-cec8-ec67-e463-9f7409b4c1fd","0.8696"
"Bird","PoweredCPDGC","0.8696"
"Bird","Powered89UBD","0.8696"
"Bird","PoweredTH6XP","0.8696"
"Bird","PoweredRCQXL","0.8696"
"Lime","PoweredJ2RNDMFHGMCRA","0.8696"
"SPIN","Powered7277345","0.8696"
"Lyft","Powered488625","0.8696"
"Lyft","Powered021482","0.8696"
"Lyft","Powered960875","0.8696"
"Lime","PoweredEG3HFFLMFCZ5W","0.8696"
"Lyft","Powered217099","0.8696"
"Bird","Powered2IK3J","0.8696"
"Lyft","Powered140629","0.8696"
"Bolt Mobility","Powered-21b3dceb-abe6-6778-1fb4-422c92a712f7","0.8696"
"Lime","PoweredQ33TJFWE535GE","0.8696"
"Lime","PoweredJZGUIE7QZVT7M","0.8696"
"Bolt Mobility","Powered-1a06c7ad-0f36-d984-562d-ed0d82ef20cf","0.8696"
"Lyft","Powered645717","0.8696"
"Bird","Powered49B9H","0.8696"
"Lyft","Powered061814","0.8696"
"Bird","Powered4VSSF","0.8696"
"Bird","Powered7M73Y","0.8696"
"Bird","Powered7UMYX","0.8696"
"Lyft","Powered953498","0.8696"
"SPIN","Powered8314268","0.8696"
"Lyft","Powered067374","0.8696"
"SPIN","Powered1515735","0.8696"
"Bolt Mobility","Powered-f43cbe8c-3a9a-72d2-f9ea-b4177dcf94bf","0.8696"
"Bird","PoweredJ5RPU","0.8696"
"Bird","PoweredEVF3N","0.8696"
"Lyft","Powered463835","0.8696"
"SPIN","Powered6183762","0.8696"
"Bird","PoweredV12UI","0.8696"
"Lyft","Powered254207","0.8696"
"Bolt Mobility","Powered-c5b50ba5-9b90-b572-d0cb-4358bb925665","0.8696"
"Bird","Powered1EZ1C","0.8696"
"Bird","Powered7J66T","0.8696"
"Bird","PoweredISXDY","0.8696"
"Bird","PoweredCZ8DQ","0.8696"
"Bolt Mobility","Powered-4a527155-a2f7-c7f1-ba01-58fa2301e05a","0.8696"
"Bird","Powered9EQQJ","0.8696"
"Bolt Mobility","Powered-8a086751-8528-1a41-482c-c0b43c247859","0.8696"
"SPIN","Powered3583001","0.8696"
"Lyft","Powered110983","0.8696"
"SPIN","Powered6743157","0.8696"
"Bird","Powered6YP5Z","0.8587"
"Lyft","Powered962686","0.8587"
"Lyft","Powered947025","0.8587"
"Bird","PoweredXKQYH","0.8587"
"Lime","PoweredA7LQOCCODDSIC","0.8587"
"Bolt Mobility","Powered-27c0ee73-6b11-7013-b7b9-0664173dc436","0.8587"
"Bolt Mobility","Powered-8ebcea3b-148f-56df-03f7-214d5b72d9ca","0.8587"
"Lyft","Powered271755","0.8587"
"Lyft","Powered204981","0.8587"
"SPIN","Powered2051884","0.8587"
"SPIN","Powered6681320","0.8587"
"Lime","PoweredPQJEO5JDQFGWC","0.8587"
"SPIN","Powered5608291","0.8587"
"Lyft","Powered763535","0.8587"
"Bird","PoweredBTLK7","0.8587"
"Bird","Powered14K2M","0.8587"
"Lyft","Powered357972","0.8587"
"Bolt Mobility","Powered-0555d61d-1c59-4219-edf3-0f00e286629a","0.8587"
"Lyft","Powered808257","0.8587"
"Lyft","Powered579258","0.8587"
"Bird","PoweredE34HD","0.8587"
"Bird","PoweredYVU1K","0.8587"
"Lyft","Powered325376","0.8587"
