"companyname","sumdid","avg_trips_per_day"
"Bird","PoweredUNKNOWN","39.2717"
"JUMP","Poweredb671ffe4-2bca-5880-98ec-d36f65aa11a2","20.7391"
"Lime","PoweredR3QXO6TL2HIAB","4.1522"
"Lime","PoweredZ6HF5P5HCJCT5","4.0109"
"Lime","PoweredCL37MXJKM7RS5","3.8261"
"Lime","PoweredAK442HUNLJ36S","3.7717"
"Lime","PoweredRJ7YYJTHAR5N3","3.7283"
"Lime","Powered4ZPLZX2G755LW","3.6957"
"Lime","PoweredWVIAXNCVDNOXP","3.6739"
"Lime","PoweredME7IR625ZUUBP","3.6304"
"Lime","PoweredQQOLTIYF2NHPZ","3.6196"
"Lime","PoweredML52CTHQPHVSZ","3.5978"
"Lime","PoweredWZLC7D3TEMPS2","3.5326"
"Lime","PoweredZ654BJZPRPNXC","3.4891"
"Lime","PoweredIFJIBG3QHYXWB","3.4783"
"Lime","PoweredABMIE5RQM5MJ6","3.4783"
"Lime","Powered5BW4GPYGBMUTL","3.4674"
"Lime","PoweredXZH7USFBU76DX","3.4130"
"Lime","PoweredSQWMJWTIGM6DS","3.3696"
"Lime","PoweredQDVYGLDL6ZQDU","3.3587"
"Lime","PoweredZ5IMPCBKO5P7E","3.3478"
"Lime","PoweredTVZN3QVMMQ5UK","3.3261"
"Lime","PoweredJTXV42MMK5N2K","3.3152"
"Lime","PoweredYNW4O7K6MWVLD","3.2935"
"Lime","PoweredPDGQQ2VKBRR6N","3.2717"
"Lime","PoweredTJKT7B3Y3JSDE","3.2500"
"Lime","PoweredJLTNICE7DQVPU","3.2500"
"Lime","PoweredAKWXXWK3HB2WC","3.2391"
"Lime","PoweredZOCKVYKHOOL77","3.2174"
"Lime","PoweredVBP67J666ZNEH","3.2065"
"Lime","PoweredZ4WPML62Z56WJ","3.1848"
"Lime","Powered25WTY4ODS5QZ7","3.1739"
"Lime","PoweredFR3FK5ZFAH6GV","3.1522"
"Lime","PoweredOWWGOR5KA6ZLV","3.1196"
"Lime","Powered3ZPCHCTLNK2WR","3.1087"
"Lime","PoweredITR2YOJ3T7SLF","3.0978"
"Lime","PoweredUADBT5UFY3FHV","3.0870"
"Lime","PoweredAC4KFEJR4UBGC","3.0652"
"Lime","PoweredYPV5BYWBUHVIE","3.0543"
"Lime","Powered5SF4HXFBOGUWA","3.0543"
"Lime","PoweredUUWXT2VNTRVOS","3.0326"
"Lime","PoweredTQGSRJ6WUJF7I","3.0217"
"Lime","PoweredPVIIGJ7XTWBM4","3.0109"
"Lime","PoweredOWYPWGRW22KJ6","3.0109"
"Lime","PoweredEGRN7CFK6Q6K2","3.0000"
"Lime","PoweredZDBVLIT7CNBLG","3.0000"
"Lime","PoweredJVORYRHLCRMDH","2.9891"
"Lime","PoweredLRAXWZSZ5DGEV","2.9891"
"Lime","PoweredJ3W3IYZKYFJ3B","2.9891"
"Lime","PoweredKF47YZWLD3URV","2.9783"
"Lime","PoweredEAOQMIQZ5UIVS","2.9783"
"Lime","PoweredVPBLRG7IZBSFP","2.9674"
"Lime","PoweredY43QZC36T4SXL","2.9565"
"Lime","Powered7F7SGZH42ZGS7","2.9565"
"Lime","PoweredRITYZFWANFYXJ","2.9565"
"Lime","PoweredKKKTYUMM22UYX","2.9457"
"Lime","Powered4WOKR5XFN26KV","2.9457"
"Lime","PoweredC6PDDC6OOF65G","2.9457"
"Lime","Powered7Z5JCSDD2WSML","2.9457"
"Lime","PoweredH4GQZH2O546WG","2.9457"
"Lime","PoweredLBMGCUNZRVTRY","2.9348"
"Lime","PoweredTGNGBP4WCGWGW","2.9239"
"Lime","Powered5BMTTDARQ2M6P","2.9239"
"Lime","PoweredHICJ5XYHBAW5I","2.9239"
"Lime","Powered4FCVKYQ3DTH7H","2.9239"
"Lime","PoweredBMN4DSQCVSC5J","2.9239"
"Lime","PoweredM7RMVITRQHJ3Z","2.9130"
"Lime","Powered4RHQ7BYJ3THDK","2.9130"
"Lime","PoweredSJTYATG4FVICD","2.9022"
"Lime","PoweredTABKWA2BCDCGJ","2.8913"
"Lime","PoweredYDQW5ISWTRM6T","2.8913"
"Lime","PoweredQWNF6PDP3ATCN","2.8804"
"Lime","PoweredVIEIPVJSNPOCQ","2.8804"
"Lime","PoweredKXVYA76TFEJHA","2.8696"
"Lime","PoweredZRKDKQ24W2P2X","2.8696"
"Lime","PoweredIJN2BOH72FXRU","2.8587"
"Lime","PoweredGCCUGIRTT5OCW","2.8587"
"Lime","Powered5QBZSLFMLMLQU","2.8587"
"Lime","PoweredS2ET34G4J7ECO","2.8478"
"Lime","PoweredDIOKCEJNO2ZE2","2.8478"
"Lime","PoweredD2OTOYNGZJL3H","2.8478"
"Lime","PoweredHOYRQVTP2JLCO","2.8370"
"Lime","PoweredOLK3AVFJN3HQ6","2.8261"
"Lime","PoweredBMGSNU4OTD4SK","2.8261"
"Lime","PoweredLAXX65AIGQ27Q","2.8261"
"Lime","PoweredTVB3YTZZ53TBE","2.8152"
"Lime","PoweredSGVLYD5XJ3UO7","2.8043"
"Lime","PoweredJEV42ISYX64XG","2.7935"
"Lime","PoweredFEFZAYSGCVRAW","2.7717"
"Lime","PoweredEKHR3C2WWD7OF","2.7717"
"Lime","PoweredMDL5O3JVDSCK5","2.7717"
"Lime","Powered7NP2PP73QGTYO","2.7609"
"Lime","Powered3ZUJGJXF2ZNKH","2.7609"
"Lime","PoweredDJQATZBXPBUAE","2.7609"
"Lime","Powered3PEHX6PRBK7LX","2.7500"
"Lime","Powered5E4E4EFXSEU55","2.7500"
"Lime","PoweredI4FMPXTI2Q7WN","2.7500"
"Lime","Powered3XINKE5ALW66Z","2.7500"
"Lime","PoweredFDSKDRYTSIZDI","2.7391"
"Lime","PoweredMWA2NEKTFGT6H","2.7391"
"Lime","PoweredOH5ERPUT5P5PH","2.7391"
"Lime","PoweredLNAVSI3QKRPVH","2.7391"
"Lime","PoweredZJJPGS7XLOFBQ","2.7283"
"Lime","PoweredZ72S7KBKVZWU7","2.7283"
"Lime","PoweredOEHCPCAUHESR5","2.7174"
"Lime","PoweredEF66WRDLYZLGU","2.7174"
"Lime","PoweredW745F6EOTOGB6","2.7174"
"Lime","PoweredXC5VBNPASIGXR","2.7174"
"Lime","PoweredA2MMMLCRLSMPF","2.7065"
"Lime","PoweredQOW23KD6JPIJZ","2.7065"
"Lime","PoweredAC4O2SX2UDP4N","2.7065"
"Lime","PoweredVQ5PFPDWRF6AH","2.7065"
"Lime","PoweredVPMK24SWEM66S","2.7065"
"Lime","PoweredR64AXPVBCU44L","2.7065"
"Lime","PoweredCGGCR4WGYBID4","2.7065"
"Lime","PoweredRJEGEAKSYP24C","2.6957"
"Lime","Powered7IM4P5IZ3SC6T","2.6957"
"Lime","Powered7UN7P27A5HR5H","2.6848"
"Lime","PoweredRRC5FV6DYYHBL","2.6848"
"Lime","PoweredKCXMXKUIP3Z4E","2.6848"
"Lime","PoweredU3OXSFF74UNQX","2.6848"
"Lime","PoweredKGVLCJ3EW5NOA","2.6848"
"Lime","PoweredC76O5YMMHEWNU","2.6739"
"Lime","PoweredOD524HKHPZFN6","2.6739"
"Lime","PoweredC5M42FEH36NYJ","2.6630"
"Lime","PoweredIHGSNSRXCZ2ZG","2.6630"
"Lime","PoweredP5AZXXSG7MVR6","2.6630"
"Lime","PoweredEDBDXLOZJAP6Z","2.6522"
"Lime","PoweredFKJK22ET5UGXW","2.6522"
"Lime","Powered3SDFC5NC4XZPZ","2.6522"
"Lime","PoweredFOJ67HZX2V7AQ","2.6522"
"Lime","PoweredJB4Y6ZOOR4IBC","2.6413"
"Lime","PoweredOQYNOUBQPNGUS","2.6413"
"Lime","PoweredMBKVCJG3LUA4O","2.6413"
"Lime","PoweredHAQRQEW6FPKV5","2.6304"
"Lime","PoweredMT36IQRCAQOXT","2.6304"
"Lime","PoweredOKSXOFPBCKF6I","2.6196"
"Lime","Powered57NZJYNTN4KT4","2.6196"
"Lime","PoweredMJYTSRKL7J3UW","2.6196"
"Lime","PoweredWRAVEFEFTKD27","2.6196"
"Lime","PoweredVUJAJ6H4VVDJF","2.6087"
"Lime","Powered22JP4HZ2Z3CGE","2.5978"
"Lime","PoweredNK7RM2M2FJGRC","2.5978"
"Lime","PoweredKTMYHY5QTFV56","2.5978"
"Lime","Powered2F53GYW5AKXPR","2.5870"
"Lime","PoweredVMGURJPXEXEOF","2.5870"
"Lime","PoweredSDQ6GAHIJK5AF","2.5870"
"Lime","PoweredXUL56SIELSIYR","2.5870"
"Lime","PoweredSINZNV4OYDROU","2.5761"
"Lime","PoweredYZRTBNE34LX4J","2.5761"
"Lime","PoweredPOBRJWIU2NOE4","2.5761"
"Lime","PoweredVSEHXDME3WR37","2.5761"
"Lime","Powered3Q54UZ7AIKGPR","2.5761"
"Lime","Powered4TQ5RI7X5C32O","2.5761"
"Lime","PoweredLEIVWIDNUCQ3B","2.5761"
"Lime","PoweredD3QYJQ6MLZ5JL","2.5761"
"Lime","PoweredJ4W5YLZEMBDX2","2.5761"
"Lime","PoweredQJKRYL76WTSJD","2.5652"
"Lime","PoweredQJS6UFAJRMFXW","2.5652"
"Lime","PoweredQPTPXL34FTX5V","2.5652"
"Lime","PoweredW4PWD2DBZCRKM","2.5652"
"Lime","PoweredPAVHVTUPMTOOG","2.5543"
"Lime","PoweredUROEY4RIG2TMG","2.5543"
"Lime","PoweredMS23YTC5MBKLS","2.5543"
"Lime","PoweredMSUABN2YMDFWK","2.5543"
"Lime","Powered576Z23XBXXADT","2.5435"
"Lime","PoweredTBGIRQ5IOW2KR","2.5435"
"Lime","PoweredL3EIUVX3W33OR","2.5435"
"Lime","Powered6LPXBDNWNER26","2.5435"
"Lime","Powered5D7CBMQRCELYR","2.5326"
"Lime","PoweredWRE77GKVN32HB","2.5217"
"Lime","PoweredTIEQRV4ZMU5F4","2.5109"
"Lyft","Powered629248","2.5109"
"Lime","PoweredPC6QPCO4BH7O3","2.5109"
"Lime","Powered2ZW44BAIKSF7F","2.5109"
"Lime","PoweredMDAQYMTPMLQL2","2.5109"
"Lime","Powered3WD63MPJQERKZ","2.5109"
"Lime","PoweredMVU4H3HCOZ3ZX","2.5000"
"Lime","PoweredWZYPKKJVCUQQN","2.5000"
"Lime","PoweredQKLV4BGWI5T3Q","2.5000"
"Lime","PoweredW6GIU3L5VZ6DL","2.4891"
"Lime","PoweredLCGAGM7XUUZCI","2.4891"
"Lime","PoweredEZDVNCCB5G6IF","2.4891"
"Lime","Powered4AWAISESKAAJ4","2.4891"
"Lime","PoweredUQNX3LCA5ZLRN","2.4783"
"Lime","PoweredEXL2SRDP73CFN","2.4783"
"Lime","PoweredOIAXAHMOFTKWL","2.4783"
"Lime","Powered5EO42TWU4SMVB","2.4674"
"Lime","PoweredAPVFX4KSCZHMU","2.4674"
"Lime","PoweredCA2ONKRTKEVF7","2.4674"
"Lime","PoweredKST5FB2VTIYWL","2.4674"
"Lime","Powered34ZSQ3V4KEPAS","2.4674"
"Lime","PoweredUC3FHEY7XGMWP","2.4674"
"Lime","PoweredQ7HSIEXT33WPF","2.4674"
"Lime","PoweredTXWHD7LE6EDSM","2.4565"
"Lime","PoweredJU2DLUDRPAG4Z","2.4565"
"Lime","PoweredLE4ACBMXUY32V","2.4565"
"Lime","PoweredY26FCKAMWNV34","2.4565"
"Lime","PoweredRWCZJHPI2C4ZP","2.4565"
"Lime","PoweredOY3FDDRZJDRAM","2.4457"
"Lime","Powered75MFAMZCCD3QJ","2.4457"
"Lime","PoweredTUYG2UYJLVFQE","2.4457"
"Lime","Powered7Y4FVJZZMJ4GQ","2.4457"
"Lime","PoweredKB4F4TYK3LWFB","2.4457"
"Lime","PoweredXQ6KIHGRZAWXM","2.4348"
"Lime","PoweredY774BPG2OPQE6","2.4348"
"Lime","PoweredQMAWP32U2M7CL","2.4348"
"Lime","PoweredOKECDCNGRBE7I","2.4239"
"Lime","PoweredFBBUBU577UOSX","2.4239"
"Lime","PoweredAITRHQXD7CCCP","2.4130"
"Lime","PoweredLXV7RJSLHE56P","2.4130"
"Lime","PoweredIOZGHYOGSO7HK","2.4022"
"Lime","PoweredOLVUVOGILUDP5","2.4022"
"Lime","PoweredCPBXY3C5QE26M","2.4022"
"Lime","PoweredZZNTWU4QI7MLI","2.4022"
"Lime","Powered2UOBTBJ3PG3YV","2.4022"
"Lime","PoweredHJU5G62RQJZ42","2.4022"
"Lime","PoweredROLCUKYUMOBHZ","2.4022"
"Lime","PoweredAL5KY2EYSKSKH","2.4022"
"Lime","PoweredRNYQQPUY4MX3W","2.3913"
"Lime","PoweredMQFEKS3GNKW3A","2.3913"
"Lime","PoweredAS6DJPP44XMZX","2.3804"
"Lime","PoweredSMG5U52YHYNGL","2.3804"
"Lime","PoweredNS55J37XYYEHX","2.3804"
"Lime","PoweredOUMCWNBAOWATN","2.3696"
"Lime","PoweredMWHHYPSVX34IW","2.3696"
"Lime","PoweredXM6X42OHTLIVN","2.3696"
"Lime","PoweredPUE3JGPNOICN6","2.3587"
"Lime","PoweredC74KPQ5J3OJGK","2.3587"
"Lime","Powered6XGTBTHERKIAE","2.3587"
"Lime","PoweredOJFDCY6QXGUCC","2.3587"
"Lime","PoweredJNPILHRZJXXYE","2.3587"
"Lime","PoweredDHXZXDU4EOKYY","2.3478"
"Lime","PoweredCCZFUI74JOLE5","2.3478"
"Lime","PoweredJE3WFMD6YS42D","2.3478"
"Lime","PoweredZFOW3SWQBXRPS","2.3478"
"Lime","PoweredP2WO4FX2O5GE6","2.3478"
"Lime","PoweredSRATGJAXNU2JJ","2.3478"
"Lime","PoweredKJBLE2LZLQ4KF","2.3478"
"Lime","PoweredDMHQVTJWMZWVU","2.3370"
"Lime","PoweredCA5X75CSAD7HX","2.3370"
"Lime","PoweredLWRRVABRUKJZZ","2.3370"
"Lime","PoweredHP25WXKYBLQ7P","2.3370"
"Lime","PoweredDZ52VW6P76VJ6","2.3370"
"Lime","PoweredBP45IVHPZYERL","2.3370"
"Lime","PoweredFQQBESGM5KQIL","2.3261"
"Lime","PoweredJ6LKW4FHO6JUP","2.3261"
"Lime","PoweredMMPY2XUGLYKCV","2.3261"
"Lime","PoweredJREQVMOESVGFU","2.3152"
"Lime","Powered3YI3UZR3YQTLX","2.3152"
"Lime","PoweredMKPBZS2PEITKN","2.3152"
"Lime","PoweredFKPQUMRKLX57B","2.3152"
"Lime","Powered3PE6VN3RE2UPD","2.3043"
"Lime","PoweredO2R6K53IFD7OY","2.3043"
"Lime","PoweredWIUPNXR5V37TV","2.3043"
"Lime","Powered4NMNRY6UUV7YV","2.3043"
"Lime","PoweredBPB2NKRCMJ6R4","2.3043"
"Lime","PoweredQC2RYIATF7UW2","2.3043"
"Lime","PoweredR5DE5RRK2MKU7","2.2935"
"Lime","PoweredFLNGBMAQRZM6U","2.2935"
"Lime","PoweredCC7Z4AWWQVMMK","2.2826"
"Lime","PoweredCZVOXVR3YIIHN","2.2826"
"Lime","PoweredH5DYAVD7WJIC2","2.2826"
"Lime","PoweredS32YM5356H2L7","2.2826"
"Lime","PoweredOEH656K4QUCPD","2.2826"
"Lime","PoweredAAFJRQCM2BIJR","2.2826"
"Lime","Powered2J6U5WZAGIGQD","2.2826"
"Lime","PoweredJUPYKIC36OSG6","2.2826"
"Lime","PoweredXTNMEBOS5T2ZK","2.2717"
"Lime","PoweredX4B65S2AIHI7W","2.2717"
"Lime","PoweredHU5MHB6HC25EY","2.2717"
"Lime","PoweredFHHNQFACULDAS","2.2717"
"Lime","PoweredQPS3FU6N7OM3Y","2.2717"
"Lime","PoweredCRAXFIIF5KUI6","2.2717"
"Lime","PoweredMIWD2ZU6LMSVR","2.2609"
"Lime","PoweredNT77PJC6EGR5E","2.2609"
"Lime","PoweredB5JOLJHJY3P55","2.2609"
"Lime","PoweredO4Q2K36VOES7B","2.2609"
"Lime","PoweredZPYMBROTOEZKM","2.2609"
"Lime","PoweredH7I7YHWEGD42K","2.2609"
"Lime","PoweredNA5MPFDXF4BA7","2.2609"
"Lime","Powered7JGOE46QX27EV","2.2500"
"Lime","PoweredDR74OUO52HDXZ","2.2500"
"Lime","PoweredMLZFFFOH7TANV","2.2500"
"Lime","PoweredAJH3PM4JFBMGE","2.2500"
"Lime","PoweredRKHNIG5OTFPCM","2.2391"
"Lime","PoweredWVS6DUXHFGAKP","2.2391"
"Lime","PoweredIDOHOBVAKH6E3","2.2391"
"Lime","PoweredIRNTIV6Q7DQZ5","2.2391"
"Lime","PoweredNK6F2IOJ54PE5","2.2391"
"Lime","PoweredODIJQ7CYI4BHL","2.2391"
"Lime","PoweredAUEC3ZVEBFFUU","2.2283"
"Lime","Powered3RXLWFNYB2K63","2.2283"
"Lime","Powered36KKJD2IQ656A","2.2283"
"Lime","PoweredOYKGTYGE4MKYC","2.2174"
"Lime","PoweredYTND2AVKAXKSI","2.2174"
"Lime","PoweredL2ZV3NHLAPRIL","2.2174"
"Lime","PoweredM3OUODDORTTOU","2.2174"
"Lime","PoweredCHWH5OD5TAZER","2.2174"
"Lime","PoweredC373KUYMR64SA","2.2065"
"Lyft","Powered398144","2.2065"
"Lime","Powered2AWUL2Q6XMBII","2.2065"
"Lime","Powered2KGH5PMNPSEUX","2.2065"
"Lime","Powered3L244D6NXUP6G","2.2065"
"Lime","PoweredGF32TV6YM3DXX","2.2065"
"Lime","Powered6Z6YVT6VEHE2U","2.1957"
"Lime","Powered6ZK3JY6D5ULTE","2.1957"
"Lime","PoweredT7ZTXTMBFPADA","2.1957"
"Lime","Powered5MDNND7AUSCVG","2.1957"
"Lyft","Powered643133","2.1957"
"Lime","PoweredKMSWUXK5OIFI4","2.1957"
"Lime","PoweredBWABLDUGDY2S3","2.1848"
"Lime","PoweredWH3IRVID6J7BP","2.1848"
"Lime","PoweredFTJ7NIYR5FNQ7","2.1739"
"Lime","PoweredQLUDKTVK675CM","2.1739"
"Lime","PoweredL32TWKGPMXXCS","2.1739"
"Lime","PoweredVWA2TX3W4YGRN","2.1739"
"Lime","Powered6ESHYH7EA53TB","2.1739"
"Lime","PoweredGU47NAGAAOJAS","2.1739"
"Lime","PoweredGVLQSJDAXWVPX","2.1739"
"Lime","PoweredCVH7LMHIIIIAF","2.1739"
"Lime","PoweredFE7MM22M6BBJV","2.1630"
"Lime","PoweredEA2K44CKF5AKY","2.1630"
"Lime","PoweredIOEA4BO72XWGG","2.1630"
"Lime","PoweredPUASVRDAZSFNT","2.1630"
"Lime","PoweredMMQ534VVWBDHS","2.1630"
"Lime","PoweredF5NZS7XQI7GY2","2.1630"
"Lime","PoweredXTSNV6UVOM2PW","2.1630"
"Lime","PoweredFBJN22M5UTB6W","2.1630"
"Lime","PoweredO24T7XCNKKYL4","2.1522"
"Lime","PoweredQZBS2Q665476B","2.1522"
"Lime","PoweredNAYHCGJV7D3MC","2.1522"
"Lime","Powered5VHFZMDPGBWD5","2.1413"
"Lime","PoweredMGEISI7XMH5YU","2.1413"
"Lime","PoweredSEOA4HTDBKRQS","2.1413"
"Lime","PoweredJCQZUIIO6VSF5","2.1413"
"Lime","PoweredP5OFGN6TMTOMA","2.1413"
"Lime","Powered37ZJ6WUUWL6KT","2.1413"
"Lime","PoweredRHQQV3U6OAAES","2.1304"
"Lime","PoweredA6ODKFMWQWABP","2.1304"
"Lime","Powered7FV7FFP2MV66S","2.1304"
"Lyft","Powered943156","2.1304"
"Lime","Powered3PJFDJDXTCA3F","2.1304"
"Lime","PoweredZE5B3XFVX2ZDW","2.1304"
"Lime","PoweredQTC5RNTVHERYM","2.1196"
"Lime","PoweredWZ6A7FNJBAFTO","2.1196"
"Lime","PoweredELWHMPF73KMCU","2.1196"
"Lime","PoweredDCLEPCSILCKWM","2.1196"
"Lime","Powered4SVLVHCFBCCVL","2.1196"
"Lime","PoweredCN733N3T4HQDT","2.1087"
"Lime","Powered5KCCMXGL35OXV","2.1087"
"Lime","PoweredM6OBTMUO2WPSM","2.1087"
"Lime","Powered4JTZKYZMW7XSJ","2.1087"
"Lime","PoweredZNMUG23SM3GTV","2.1087"
"Lime","PoweredKSYEYY2X2XWV5","2.0978"
"Lime","PoweredOL5RJUBH4I4XP","2.0978"
"Lime","PoweredIIFP7P647BBG7","2.0870"
"Lime","PoweredGPODMEJP3DDOR","2.0870"
"Lime","Powered3JHGNA3XUA2YL","2.0870"
"Lime","PoweredF6GTW5HB2JBV6","2.0870"
"Lime","PoweredM4QTXTAXONWJH","2.0761"
"Lime","PoweredB266JN56GCRG5","2.0761"
"Lime","PoweredHNVQAAX6ZNBXF","2.0761"
"Lime","Powered2GUYGSBYPO75V","2.0761"
"Lime","PoweredQBEX6TPCBEATQ","2.0761"
"Lime","Powered7BYCHGP3RAHWA","2.0652"
"Lime","PoweredTK4M3SSATRPED","2.0652"
"Lime","PoweredXULS4U4PCEJDZ","2.0652"
"Lime","Powered4C2G5HN7EPJOI","2.0652"
"Lime","PoweredPKBZ6QO7CIUII","2.0652"
"Lime","PoweredWXQB32Q5RR2RP","2.0652"
"Lime","PoweredFTBBEV2DCNZXD","2.0652"
"Lime","PoweredTNK6X5YCUUFM5","2.0543"
"Lime","PoweredPMQPCKNQXOJ7F","2.0543"
"Lime","PoweredBBKCSVDXGGR3K","2.0543"
"Lime","PoweredB5U6I3K64AQLG","2.0543"
"Lime","PoweredGT7K2ARSDXOXW","2.0543"
"Lime","PoweredEUI7XQRCTKP4D","2.0543"
"Lime","PoweredO32DTQ3S2FG4N","2.0543"
"Lime","Powered6FL7A36LBHBEN","2.0435"
"Lime","Powered6QMXAPVIN7JVB","2.0435"
"Lime","PoweredDI5QDAU4OEJM7","2.0435"
"Lime","PoweredM2Z7W7AUDGPTO","2.0435"
"Lime","PoweredVPKOSVLYYRTXH","2.0435"
"Lime","PoweredVW4PNNV3UKVWX","2.0435"
"Lime","PoweredATP7PTM75MPPD","2.0435"
"Lyft","Powered986329","2.0435"
"Lyft","Powered399098","2.0326"
"Lime","PoweredEJPBPXVQJO2BJ","2.0326"
"Lime","PoweredLURUEJKK4BXNV","2.0326"
"Lime","PoweredFK44MOS4X2Y76","2.0326"
"Lime","Powered7FP3ACDGO4AKF","2.0326"
"Lime","Powered7XPHMHYXABRUR","2.0326"
"Lime","Powered6P6JJQODY4MWS","2.0326"
"Lime","Powered7M3T22ARGWDOQ","2.0217"
"Lime","PoweredRZNN53LLTRQKK","2.0217"
"Lime","PoweredUYPGWTIUUGV7P","2.0217"
"Lime","PoweredWYE7VB7NB4RGC","2.0217"
"Lime","PoweredYS2AZJ7HUL5XR","2.0217"
"Lime","PoweredCFP6MH5XYRIN4","2.0217"
"Lime","PoweredREGBJPDYNXJOC","2.0217"
"Lime","PoweredFCL4YUGQP4RYP","2.0217"
"Lime","PoweredLABZO3C5YHDP4","2.0217"
"Lime","PoweredLJRZU6LQBQDJZ","2.0217"
"Lime","PoweredVENLXJ3JXEVII","2.0217"
"Lime","PoweredIGQGDVE57DYDG","2.0109"
"Lime","Powered2QGUYJ6POVQB3","2.0109"
"Lime","PoweredBE66EB6GBTF2W","2.0109"
"Lime","PoweredBKKI2SJSMUYX5","2.0109"
"Lime","PoweredF3KNVQSMYWAE4","2.0109"
"Lime","PoweredESW7H2IJS6OIW","2.0109"
"Lime","PoweredWWBSDNYVZRBZX","2.0109"
"Lyft","Powered962006","2.0000"
"Lime","PoweredVEKGTVVS5WSFV","2.0000"
"Lime","Powered3HZ3AWQT4GVKE","2.0000"
"Lime","PoweredT7XP7M7PBBAAM","2.0000"
"Lime","PoweredR5775HIJZKJAX","2.0000"
"Lyft","Powered895132","2.0000"
"Lime","Powered3NYSYECXSMJIP","2.0000"
"Lime","PoweredCCVEW5N6QKW2N","2.0000"
"Lime","PoweredDDFOKZ4J6Y7AO","1.9891"
"Lime","Powered5N5J5BJDODHYX","1.9891"
"Lime","Powered2QRBDKCVO7WMG","1.9891"
"Lime","PoweredUWJBFH2STALEJ","1.9891"
"Lime","PoweredABGIY2PNE2QLY","1.9891"
"Lime","PoweredPJATO6X5VFTI7","1.9891"
"Lime","PoweredAQT6LIBWPL2AW","1.9891"
"Lime","PoweredKS5TPJ3BUYL63","1.9891"
"Lime","Powered23TSUHG3WSN3E","1.9783"
"Lyft","Powered099043","1.9783"
"Lime","PoweredCL2LKF2TZCBIR","1.9783"
"Lime","PoweredN6EOWYJ6IIXGN","1.9783"
"Lime","PoweredVNE6DE4BDRL4O","1.9783"
"Lime","PoweredGZYIKLJC3TZ2P","1.9783"
"Lime","PoweredFAIGWPKA27PCZ","1.9783"
"Lime","PoweredRVJT2FN6RKYXE","1.9674"
"Lime","PoweredDUBBDHXJH2D7X","1.9674"
"Lime","PoweredT5WNK3VW22PMB","1.9674"
"Lime","PoweredSDNMKADCNDCLN","1.9674"
"Lime","PoweredOQ3DRY64KZBYS","1.9674"
"Lime","PoweredADH2LYH6R6NG6","1.9565"
"Lime","Powered2GASLDZUJTRVL","1.9565"
"Lime","PoweredRGN5M5447W33N","1.9565"
"Lime","PoweredI4D6TICH4YBQW","1.9565"
"Lyft","Powered644178","1.9565"
"Lime","PoweredDJSFUDXDMQPEI","1.9565"
"Lime","Powered43SG43JYLIC2B","1.9565"
"Lyft","Powered542423","1.9565"
"Lime","PoweredVR4YLOE6SAY5T","1.9565"
"Lime","PoweredTZAKE7IABAIAY","1.9457"
"Lime","PoweredAHZXFQBLMHONL","1.9457"
"Lime","PoweredW2GDAJ6O426GC","1.9457"
"Lime","PoweredBYKFOWELGPKH6","1.9457"
"Lyft","Powered434850","1.9457"
"Lime","PoweredK7KQZYLIVXP3A","1.9457"
"Lyft","Powered433338","1.9457"
"Lyft","Powered047053","1.9457"
"Lime","PoweredXHQGRRMSRTSMX","1.9457"
"Lime","PoweredJGEJFQEMC3MIW","1.9457"
"Lyft","Powered185085","1.9457"
"Lime","PoweredRMR4LCACHXXNI","1.9457"
"Lyft","Powered912125","1.9348"
"Lime","PoweredRGEDGUYE3EFZT","1.9348"
"Lyft","Powered144188","1.9348"
"Lime","PoweredWMIQUU6VN4JSI","1.9348"
"Lyft","Powered695890","1.9348"
"Lime","PoweredOCJNGRPLCOVVB","1.9239"
"Lime","PoweredRMSU454CY63CQ","1.9239"
"Lime","PoweredFWC5SHL4BCB2X","1.9239"
"Lime","PoweredAE5QKKSVXWKNP","1.9239"
"Lyft","Powered206462","1.9239"
"Lyft","Powered625691","1.9239"
"Lime","PoweredLW4CVBTBH4WVR","1.9130"
"Lime","Powered7PNFY5GQJGTSC","1.9130"
"Lime","PoweredCKCSNPKVFV7A7","1.9130"
"Lime","PoweredA7JNWZRBWO7DO","1.9130"
"Lime","PoweredYKXXFQ4PQSQH4","1.9130"
"Lime","PoweredK6VA75UPCTHP2","1.9130"
"Lime","PoweredVHYBR2TOKIA3T","1.9130"
"Lime","PoweredHO7YLCI6JS3MS","1.9022"
"Lyft","Powered473482","1.9022"
"Lime","PoweredF2T6MGKC3QFH5","1.9022"
"Lime","PoweredKJTKOKALXNPZX","1.9022"
"Lyft","Powered667919","1.9022"
"Lime","PoweredEE2HRZ3ZRFM5O","1.9022"
"Lime","Powered33GLEGTZDJIM3","1.9022"
"Lime","PoweredVL2GDHTIFQTSU","1.9022"
"Lime","PoweredAQOV5LQZI2MGV","1.9022"
"Lime","PoweredS7N43HMYYLUX3","1.9022"
"Lime","PoweredSJZNYIWLT5Z3W","1.9022"
"Lime","Powered625EYUSTKVHEB","1.8913"
"Lime","Powered2BB4MPNHDD3QC","1.8913"
"Lyft","Powered252989","1.8913"
"Lyft","Powered976786","1.8913"
"Lime","PoweredHQBFDX2T6JRTP","1.8913"
"Lime","PoweredO3WDVHQIXS4YQ","1.8913"
"Lime","PoweredOHMIXQVBILRTG","1.8913"
"Lime","Powered7HNZUZTT2Z47C","1.8913"
